loss_train,loss_val,acc_train,acc_val
0.5089926719665527,0.1941063553094864,0.8101227879524231,0.9353135824203491
0.16758956015110016,0.1017933338880539,0.9413101077079773,0.9689505100250244
0.13321304321289062,0.08968650549650192,0.9563654065132141,0.9740219712257385
0.12154121696949005,0.07797752320766449,0.9607852101325989,0.9782653450965881
0.11420800536870956,0.06808433681726456,0.9634469151496887,0.9819912910461426
0.10882169008255005,0.06783366948366165,0.9656473398208618,0.9804388284683228
0.10431483387947083,0.0667395293712616,0.9673033356666565,0.9807493090629578
0.10035861283540726,0.06155691295862198,0.9688572883605957,0.9825087785720825
0.096758171916008,0.05989342927932739,0.9701125025749207,0.9832332730293274
0.09326377511024475,0.055353377014398575,0.9715416431427002,0.9853032231330872
0.09002529084682465,0.0592682883143425,0.9728195667266846,0.9834402799606323
0.08708307147026062,0.05366448312997818,0.9737988114356995,0.9868557453155518
0.08410078287124634,0.04891350865364075,0.9750502705574036,0.9876837134361267
0.081311896443367,0.047914110124111176,0.9760559797286987,0.9878907203674316
0.07878921180963516,0.046026404947042465,0.9769784808158875,0.9880977272987366
0.07648560404777527,0.04578138887882233,0.9780106544494629,0.9885116815567017
0.07430379092693329,0.04224884882569313,0.9786269664764404,0.9895466566085815
0.07234948873519897,0.04022832214832306,0.9793075323104858,0.9902711510658264
0.07049357891082764,0.04324928671121597,0.9798746109008789,0.9889256954193115
0.06877519190311432,0.044817905873060226,0.98040771484375,0.9885116815567017
0.06726670265197754,0.04185306280851364,0.9808803200721741,0.9895466566085815
0.06583863496780396,0.040282852947711945,0.9814852476119995,0.9900641441345215
0.0645536556839943,0.0395924411714077,0.9820296764373779,0.9902711510658264
0.0632755383849144,0.038372740149497986,0.9823926687240601,0.9906851649284363
0.062206484377384186,0.039470866322517395,0.9828349947929382,0.9902711510658264
0.06119666248559952,0.038117628544569016,0.9832433462142944,0.9906851649284363
0.06026936322450638,0.03712337836623192,0.9834664463996887,0.9908921718597412
0.05935642123222351,0.034677229821681976,0.9837915897369385,0.9913061261177063
0.05856616795063019,0.03802179545164108,0.9840373396873474,0.9907886385917664
0.05770950764417648,0.039035163819789886,0.9844494462013245,0.9899606704711914
0.05709126591682434,0.03606952354311943,0.9846422672271729,0.9916166663169861
0.056390974670648575,0.03584671393036842,0.9847556948661804,0.9910991787910461
0.05579600855708122,0.03799015283584595,0.9849560856819153,0.9905816316604614
0.05522700026631355,0.03454260528087616,0.985175371170044,0.9920306205749512
0.054720278829336166,0.03501615673303604,0.9852849841117859,0.9916166663169861
0.054190874099731445,0.03417143225669861,0.9854589104652405,0.9918236136436462
0.05369492620229721,0.03554951772093773,0.9856744408607483,0.9917201399803162
0.05326011776924133,0.03332744538784027,0.9856970906257629,0.992134153842926
0.05283322557806969,0.035601381212472916,0.9857840538024902,0.9918236136436462
0.05234992504119873,0.0327598974108696,0.9861432313919067,0.9922376275062561
0.051958147436380386,0.03719930350780487,0.9860865473747253,0.9908921718597412
0.051598504185676575,0.03474344313144684,0.9862377643585205,0.9918236136436462
0.05119435116648674,0.03495340049266815,0.9863134026527405,0.9913061261177063
0.0508979931473732,0.03335248678922653,0.9864457249641418,0.9923411011695862
0.050454724580049515,0.03382353484630585,0.9864797592163086,0.992651641368866
0.05014283210039139,0.0375247448682785,0.9867066144943237,0.9907886385917664
0.05001761019229889,0.032653942704200745,0.9866952300071716,0.992444634437561
0.04959460347890854,0.03449876606464386,0.9868313670158386,0.9920306205749512
0.04934711754322052,0.0337802954018116,0.9868842959403992,0.9919271469116211
0.049098167568445206,0.03449961915612221,0.9869901537895203,0.9918236136436462
0.04875196889042854,0.03411727771162987,0.9871111512184143,0.9919271469116211
0.04860042408108711,0.033765148371458054,0.9870771169662476,0.9920306205749512
0.04829016700387001,0.03156925365328789,0.9872018694877625,0.992134153842926
0.04807721823453903,0.033651743084192276,0.9872321486473083,0.9917201399803162
0.04785221070051193,0.03503746911883354,0.9873644709587097,0.9913061261177063
0.047606032341718674,0.032953061163425446,0.9872888326644897,0.9920306205749512
0.04738195240497589,0.032377827912569046,0.9873946905136108,0.992134153842926
0.04728313162922859,0.032252948731184006,0.9874778985977173,0.9919271469116211
0.04690578207373619,0.03284716233611107,0.9876328706741333,0.9922376275062561
0.04680643603205681,0.03220311924815178,0.9877085089683533,0.9920306205749512
0.04659196734428406,0.03528866171836853,0.9876669049263,0.9915131330490112
