traccia,y_Mano,y_predict,delta
trace_0,0,0.0035682227,0.0035682227462530136
trace_1,1,0.029362597,0.9706374034285545
trace_2,0,0.007797934,0.007797934114933014
trace_3,1,0.9435721,0.05642789602279663
trace_4,1,0.99349505,0.006504952907562256
trace_5,0,0.009389201,0.009389201179146767
trace_6,1,0.99707365,0.002926349639892578
trace_7,0,0.28360695,0.28360694646835327
trace_8,1,0.99744046,0.0025595426559448242
trace_9,0,0.0014041596,0.0014041595859453082
trace_10,1,0.14507948,0.8549205213785172
trace_11,1,0.9935929,0.0064070820808410645
trace_12,0,0.28278732,0.2827873229980469
trace_13,0,0.013465032,0.0134650319814682
trace_14,1,0.9858575,0.014142513275146484
trace_15,0,0.0013709102,0.0013709102058783174
trace_16,0,0.03244112,0.032441120594739914
trace_17,1,0.9538771,0.04612290859222412
trace_18,1,0.9892958,0.010704219341278076
trace_19,1,0.99079597,0.00920403003692627
trace_20,0,0.0036947427,0.0036947426851838827
trace_21,1,0.9813029,0.018697082996368408
trace_22,1,0.12431796,0.8756820410490036
trace_23,1,0.99084723,0.009152770042419434
trace_24,1,0.99731404,0.0026859641075134277
trace_25,0,0.5630558,0.5630558133125305
trace_26,0,0.014772695,0.014772694557905197
trace_27,0,0.0018583094,0.0018583093769848347
trace_28,1,0.98936754,0.010632455348968506
trace_29,0,0.025287902,0.025287901982665062
trace_30,0,0.08620666,0.08620665967464447
trace_31,1,0.9881314,0.011868596076965332
trace_32,0,0.013464,0.013464000076055527
trace_33,1,0.9955988,0.004401206970214844
trace_34,0,0.00330968,0.003309679916128516
trace_35,1,0.9965413,0.003458678722381592
trace_36,0,0.028804878,0.028804877772927284
trace_37,0,0.17459455,0.17459455132484436
trace_38,0,0.013556632,0.013556632213294506
trace_39,1,0.0210332,0.9789668004959822
trace_40,1,0.9934608,0.0065392255783081055
trace_41,0,0.004205188,0.0042051877826452255
trace_42,1,0.99791616,0.0020838379859924316
trace_43,1,0.997531,0.002469003200531006
trace_44,1,0.9874906,0.012509405612945557
trace_45,1,0.2726879,0.7273120880126953
trace_46,1,0.990923,0.009077012538909912
trace_47,1,0.99077797,0.009222030639648438
trace_48,1,0.99463934,0.005360662937164307
trace_49,1,0.9624101,0.0375899076461792
trace_50,1,0.9901237,0.0098763108253479
trace_51,0,0.021907598,0.02190759778022766
trace_52,0,0.0025318675,0.0025318674743175507
trace_53,0,0.0038986076,0.0038986075669527054
trace_54,0,0.03792198,0.037921980023384094
trace_55,1,0.98974776,0.010252237319946289
trace_56,1,0.9989078,0.0010921955108642578
trace_57,1,0.9925212,0.007478773593902588
trace_58,1,0.9412493,0.058750689029693604
trace_59,1,0.99642134,0.003578662872314453
trace_60,1,0.9982255,0.0017744898796081543
trace_61,1,0.99167997,0.008320033550262451
trace_62,1,0.99742836,0.0025716423988342285
trace_63,1,0.9886723,0.011327683925628662
trace_64,1,0.98034143,0.019658565521240234
trace_65,0,0.07229679,0.07229679077863693
trace_66,0,0.0033534598,0.0033534597605466843
