traccia,y_a_Mano,y_predict,delta
2010-01-30T01:23:45.000000Z.CRAC.EHZ,1,0.9999999,1.1920928955078125e-07
2010-01-30T01:23:45.000000Z.CUC.HHZ,0,8.192291e-07,8.192291147679498e-07
2010-01-30T01:23:45.000000Z.MGR.HHZ,0,4.1181725e-06,4.118172455491731e-06
2010-01-30T01:23:45.000000Z.ORI.HHZ,0,8.615051e-06,8.615051228844095e-06
2010-01-30T01:23:45.000000Z.SALB.HHZ,0,3.6304842e-05,3.630484206951223e-05
2010-01-30T01:23:45.000000Z.SCHR.EHZ,0,4.9733952e-08,4.973395206775422e-08
2010-01-30T01:23:45.000000Z.SIRI.HHZ,0,3.3527652e-07,3.352765247655043e-07
2010-04-09T14:39:44.000000Z.MMN.HHZ,0,9.615486e-10,9.615486185055033e-10
2010-04-09T14:39:45.000000Z.BULG.HHZ,1,0.99994826,5.173683166503906e-05
2010-04-09T14:39:45.000000Z.CMPR.HHZ,1,0.99999046,9.5367431640625e-06
2010-04-09T14:39:45.000000Z.CUC.HHZ,0,5.5786686e-06,5.578668606176507e-06
2010-04-09T14:39:45.000000Z.MCEL.HHZ,0,1.0396524e-05,1.0396523975941818e-05
2010-04-09T14:39:45.000000Z.MGR.HHZ,0,2.4055604e-05,2.4055603716988117e-05
2010-04-09T14:39:45.000000Z.MTSN.HHZ,0,0.0002687625,0.00026876249467022717
2010-04-09T14:39:45.000000Z.SALB.HHZ,1,0.9999883,1.1682510375976562e-05
2010-05-21T10:29:02.000000Z.BULG.HHZ,0,7.938313e-08,7.938312762689748e-08
2010-05-21T10:29:02.000000Z.CMPR.HHZ,1,0.9999645,3.552436828613281e-05
2010-05-21T10:29:02.000000Z.CUC.HHZ,0,7.323648e-10,7.323647799317712e-10
2010-05-21T10:29:02.000000Z.MCEL.HHZ,1,0.9999826,1.7404556274414062e-05
2010-05-21T10:29:02.000000Z.MMN.HHZ,0,3.5346218e-10,3.5346217619469655e-10
2010-05-21T10:29:02.000000Z.MTSN.HHZ,0,3.2150297e-06,3.215029664715985e-06
2010-05-21T10:29:02.000000Z.SALB.HHZ,1,0.9999999,1.1920928955078125e-07
2010-05-21T10:29:02.000000Z.SIRI.HHZ,1,0.99198556,0.008014440536499023
2010-08-09T05:55:32.000000Z.MMN.HHZ,1,0.9999982,1.7881393432617188e-06
2010-08-09T05:55:32.000000Z.SALB.HHZ,1,0.9999974,2.6226043701171875e-06
2010-09-10T12:50:45.000000Z.MMN.HHZ,1,1.0,0.0
2010-09-10T12:50:46.000000Z.CUC.HHZ,1,1.0,0.0
2010-09-10T12:50:46.000000Z.MCEL.HHZ,1,0.9995789,0.00042110681533813477
2010-09-10T12:50:46.000000Z.MGR.HHZ,0,0.00012242625,0.00012242625234648585
2010-09-10T12:50:46.000000Z.MTSN.HHZ,1,0.042192847,0.9578071534633636
2010-09-10T12:50:46.000000Z.SALB.HHZ,0,6.283453e-05,6.283452967181802e-05
2010-09-10T12:50:46.000000Z.SIRI.HHZ,1,1.5398773e-05,0.99998460122697
2010-09-25T18:48:53.000000Z.CUC.HHZ,1,0.99998593,1.4066696166992188e-05
2010-09-25T18:48:53.000000Z.MCEL.HHZ,0,1.0,1.0
2010-09-25T18:48:53.000000Z.MMN.HHZ,0,9.448613e-09,9.448612559026515e-09
2010-09-25T18:48:53.000000Z.MTSN.HHZ,0,5.7846654e-07,5.78466540446243e-07
2010-09-25T18:48:53.000000Z.ORI.HHZ,1,1.0,0.0
2010-09-25T18:48:53.000000Z.SALB.HHZ,1,0.9999994,5.960464477539062e-07
2010-09-25T18:48:53.000000Z.SIRI.HHZ,1,0.9998964,0.0001035928726196289
2010-10-06T17:43:09.000000Z.CUC.HHZ,1,1.0,0.0
2010-10-06T17:43:09.000000Z.MMN2.HHZ,0,2.8429803e-08,2.8429802512164315e-08
2010-10-06T17:43:09.000000Z.SALB.HHZ,1,0.9999999,1.1920928955078125e-07
2010-10-07T04:07:28.000000Z.CUC.HHZ,1,0.99999976,2.384185791015625e-07
2010-10-07T04:07:28.000000Z.MTSN.HHZ,0,0.00023066238,0.0002306623791810125
2010-10-07T04:07:28.000000Z.SALB.HHZ,1,1.0,0.0
2010-10-07T04:07:28.000000Z.SCHR.EHZ,0,0.054001663,0.054001662880182266
2010-10-07T04:07:28.000000Z.SIRI.HHZ,0,0.75002086,0.7500208616256714
2010-10-07T07:16:49.000000Z.CUC.HHZ,1,1.0,0.0
2010-10-07T07:16:49.000000Z.SALB.HHZ,1,0.9999821,1.7881393432617188e-05
2010-10-07T21:26:58.999000Z.CUC.HHZ,1,0.9999999,1.1920928955078125e-07
2010-10-07T21:26:58.999000Z.ORI.HHZ,1,0.99998176,1.823902130126953e-05
2010-10-07T21:26:59.000000Z.SALB.HHZ,1,1.0,0.0
2010-10-07T21:26:59.000000Z.SCHR.EHZ,0,6.8538594e-07,6.853859417788044e-07
2010-10-07T21:26:59.000000Z.SLCN.HHZ,1,0.9997383,0.00026172399520874023
2010-10-08T07:17:10.999000Z.CUC.HHZ,1,0.9936253,0.006374716758728027
2010-10-08T07:17:11.000000Z.SALB.HHZ,1,0.9999949,5.125999450683594e-06
2010-10-08T07:17:11.000000Z.SIRI.HHZ,1,0.99999917,8.344650268554688e-07
2010-10-08T07:53:15.000000Z.CUC.HHZ,1,1.0,0.0
2010-10-08T07:53:15.000000Z.MTSN.HHZ,1,1.0,0.0
2010-10-08T13:28:21.000000Z.CUC.HHZ,1,0.99850214,0.0014978647232055664
2010-10-08T13:28:21.000000Z.MMN.HHZ,1,0.9999999,1.1920928955078125e-07
2010-10-08T13:28:21.000000Z.MMN2.HHZ,0,1.8932365e-09,1.8932364564960835e-09
2010-10-08T13:28:21.000000Z.SALB.HHZ,1,1.0,0.0
2010-10-08T13:28:21.000000Z.SCHR.EHZ,0,0.00024875844,0.00024875844246707857
2010-10-08T14:03:59.000000Z.BULG.HHZ,1,1.0,0.0
2010-10-08T14:03:59.000000Z.CUC.HHZ,1,0.99999976,2.384185791015625e-07
2010-10-08T14:03:59.000000Z.MCEL.HHZ,1,0.9999869,1.3113021850585938e-05
2010-10-08T14:03:59.000000Z.MMN.HHZ,1,1.0,0.0
2010-10-08T14:03:59.000000Z.SALB.HHZ,1,0.9999038,9.620189666748047e-05
2010-10-08T14:03:59.000000Z.SCHR.EHZ,0,0.8649914,0.8649914264678955
2010-10-08T14:03:59.000000Z.SIRI.HHZ,1,0.0014563951,0.998543604859151
2010-10-20T05:12:36.000000Z.CUC.HHZ,1,1.0,0.0
2010-10-20T05:12:36.000000Z.MMN.HHZ,1,1.0,0.0
2010-10-24T11:09:49.000000Z.CUC.HHZ,1,1.0,0.0
2010-10-24T11:09:49.000000Z.MMN.HHZ,1,0.9999994,5.960464477539062e-07
2010-10-24T11:09:49.000000Z.MTSN.HHZ,1,0.00055266777,0.9994473322294652
2010-10-24T11:09:49.000000Z.SALB.HHZ,1,1.0,0.0
2010-10-24T20:57:06.000000Z.CUC.HHZ,1,0.9999938,6.198883056640625e-06
2010-10-24T20:57:06.000000Z.MMN.HHZ,0,2.423932e-08,2.4239319884600263e-08
2010-10-24T20:57:06.000000Z.SALB.HHZ,1,1.0,0.0
2010-11-09T08:43:01.000001Z.CUC.HHZ,1,0.9999999,1.1920928955078125e-07
2010-11-09T08:43:01.000001Z.MCEL.HHZ,1,0.99999976,2.384185791015625e-07
2010-11-09T08:43:01.000001Z.MTSN.HHZ,1,0.99999976,2.384185791015625e-07
2010-11-09T08:43:01.000001Z.SALB.HHZ,1,1.0,0.0
2010-11-09T08:43:01.000001Z.SCHR.EHZ,1,0.9999918,8.225440979003906e-06
2010-11-09T08:43:01.000001Z.SIRI.HHZ,1,0.99999726,2.7418136596679688e-06
2010-11-09T08:43:01.000001Z.SLCN.HHZ,1,0.9999999,1.1920928955078125e-07
2010-12-14T13:01:20.000000Z.CUC.HHZ,1,0.9999999,1.1920928955078125e-07
2010-12-14T13:01:20.000000Z.SCHR.EHZ,1,0.9999895,1.049041748046875e-05
2010-12-14T13:01:20.000000Z.SIRI.HHZ,1,0.9998958,0.00010418891906738281
2010-12-26T21:47:57.000000Z.MTSN.HHZ,0,9.112772e-06,9.11277220438933e-06
2010-12-26T21:47:57.000000Z.SALB.HHZ,1,0.99999964,3.5762786865234375e-07
2011-01-02T00:22:41.000000Z.MCEL.HHZ,1,0.9994549,0.0005450844764709473
2011-01-02T00:22:41.000000Z.MMN.HHZ,0,6.5093815e-09,6.509381478281284e-09
2011-01-02T00:22:41.000000Z.MTSN.HHZ,0,1.0,1.0
2011-01-02T00:22:41.000000Z.ORI.HHZ,1,0.9999999,1.1920928955078125e-07
