,loss_train,loss_val,acc_train,acc_val
0,0.2280932515859604,0.21907657384872437,0.9148610830307007,0.91497403383255
1,0.09352188557386398,0.20361146330833435,0.9712744355201721,0.9220595359802246
2,0.07642678916454315,0.17395702004432678,0.9779635071754456,0.9376476407051086
3,0.06606154143810272,0.16945064067840576,0.981589138507843,0.9395371079444885
4,0.06031860411167145,0.16034367680549622,0.9836281538009644,0.9409542083740234
5,0.05640001222491264,0.14561766386032104,0.9849653244018555,0.9470949172973633
6,0.0537034347653389,0.14172782003879547,0.9859132766723633,0.9504014849662781
7,0.05204131081700325,0.14401090145111084,0.9863590002059937,0.9489843845367432
8,0.05071459710597992,0.13081231713294983,0.9866916537284851,0.9532356858253479
9,0.049047909677028656,0.12678727507591248,0.9872837066650391,0.9537080526351929
10,0.04811427742242813,0.13853336870670319,0.9875231981277466,0.9499291181564331
11,0.0473952554166317,0.13872048258781433,0.9877327680587769,0.951346218585968
12,0.04665927216410637,0.12656269967556,0.9878790974617004,0.9546527862548828
13,0.04610498249530792,0.138924241065979,0.9881286025047302,0.9485120177268982
14,0.04531336575746536,0.12841293215751648,0.988198459148407,0.952290952205658
15,0.0449657179415226,0.1320742666721344,0.9883414506912231,0.9532356858253479
16,0.044368669390678406,0.12522482872009277,0.9884379506111145,0.9555975198745728
17,0.0438651442527771,0.1349904090166092,0.9886940717697144,0.952290952205658
18,0.04349405691027641,0.14501747488975525,0.9886741042137146,0.9480396509170532
19,0.042897239327430725,0.128745898604393,0.9888936281204224,0.9560698866844177
20,0.042463269084692,0.1274450272321701,0.9888703227043152,0.9541804194450378
21,0.04199863597750664,0.128342866897583,0.9890499711036682,0.9570146203041077
22,0.04169169440865517,0.12916706502437592,0.9892328977584839,0.9560698866844177
23,0.04139520600438118,0.1270851045846939,0.9893726110458374,0.9560698866844177
24,0.040697913616895676,0.1297902762889862,0.9895289540290833,0.9570146203041077
25,0.04049450159072876,0.11223645508289337,0.9895655512809753,0.9612659215927124
