,loss_train,loss_val,acc_train,acc_val
0,0.3218711018562317,0.25680240988731384,0.8793931603431702,0.8965517282485962
1,0.12413320690393448,0.22349947690963745,0.9596757292747498,0.9121398329734802
2,0.10763901472091675,0.21688276529312134,0.9660155773162842,0.9121398329734802
3,0.09803705662488937,0.2024536281824112,0.969444990158081,0.9201700687408447
4,0.08990829437971115,0.1975952535867691,0.9724785089492798,0.9206424355506897
5,0.08270307630300522,0.19423621892929077,0.9752559661865234,0.9225319027900696
6,0.07655993849039078,0.187492236495018,0.9776442050933838,0.9272555708885193
7,0.07130245119333267,0.17074140906333923,0.9794703125953674,0.9367029070854187
8,0.06719198822975159,0.16571137309074402,0.98091059923172,0.9390647411346436
9,0.06384329497814178,0.1624900847673416,0.982211172580719,0.9418989419937134
10,0.06116649508476257,0.16841457784175873,0.9830361008644104,0.9400094747543335
11,0.05896991491317749,0.1483115404844284,0.9837279319763184,0.9456778168678284
12,0.0573418103158474,0.14808598160743713,0.9844663739204407,0.9466225504875183
13,0.05559259280562401,0.14694489538669586,0.984961986541748,0.9499291181564331
14,0.05435064435005188,0.14779402315616608,0.9854443073272705,0.9470949172973633
15,0.05321655049920082,0.13674834370613098,0.9858002066612244,0.950873851776123
16,0.0523364320397377,0.1518443375825882,0.9860363602638245,0.9452054500579834
17,0.051475927233695984,0.14537742733955383,0.9863124489784241,0.9494567513465881
18,0.05066676810383797,0.13631437718868256,0.9866184592247009,0.9532356858253479
19,0.05004867911338806,0.13094301521778107,0.9866849780082703,0.9537080526351929
20,0.04936061054468155,0.13896052539348602,0.9869776964187622,0.951346218585968
21,0.04881653934717178,0.1357954889535904,0.9871606230735779,0.9537080526351929
22,0.048402972519397736,0.1375240981578827,0.9872737526893616,0.950873851776123
23,0.04798687621951103,0.14348776638507843,0.9875398278236389,0.951346218585968
24,0.047482118010520935,0.12993323802947998,0.9876396059989929,0.9555975198745728
25,0.04707179591059685,0.13208770751953125,0.9877593517303467,0.9551251530647278
26,0.04678688198328018,0.1313421130180359,0.9878923892974854,0.952290952205658
27,0.04636075720191002,0.1254769116640091,0.987825870513916,0.9537080526351929
28,0.04603881761431694,0.1300375759601593,0.9880853295326233,0.9551251530647278
29,0.04564766213297844,0.13533198833465576,0.9880753755569458,0.950873851776123
30,0.045399103313684464,0.13035862147808075,0.988268256187439,0.9537080526351929
31,0.045105934143066406,0.13993258774280548,0.988298237323761,0.952290952205658
32,0.04490387439727783,0.12255039066076279,0.9883314967155457,0.9537080526351929
33,0.04449307173490524,0.13247841596603394,0.9884512424468994,0.952290952205658
34,0.04432021081447601,0.12672662734985352,0.9884778261184692,0.9570146203041077
35,0.0439595989882946,0.13203953206539154,0.9884944558143616,0.9527633190155029
36,0.04361623525619507,0.12629568576812744,0.9886507987976074,0.9555975198745728
37,0.043379995971918106,0.13034142553806305,0.9888170957565308,0.9546527862548828
38,0.0431540310382843,0.1365983784198761,0.9888004660606384,0.9555975198745728
39,0.04298485070466995,0.13138863444328308,0.9888869524002075,0.9532356858253479
40,0.042713310569524765,0.1178010031580925,0.9889368414878845,0.9574869871139526
41,0.042445141822099686,0.12320512533187866,0.9890865683555603,0.9589040875434875
42,0.042323242872953415,0.12196406722068787,0.989026665687561,0.9565422534942627
43,0.04195377975702286,0.12188200652599335,0.9890466332435608,0.9565422534942627
44,0.04174751415848732,0.1286342293024063,0.9891730546951294,0.9532356858253479
45,0.04154043644666672,0.11841809004545212,0.9893991947174072,0.9603211879730225
46,0.04124639183282852,0.12828271090984344,0.9893892407417297,0.9555975198745728
47,0.041125308722257614,0.12652523815631866,0.9894092082977295,0.9555975198745728
48,0.04082145541906357,0.12866131961345673,0.9894324541091919,0.9546527862548828
49,0.04048992693424225,0.1226445809006691,0.9896320700645447,0.9551251530647278
50,0.04042496159672737,0.1240483894944191,0.989568829536438,0.9574869871139526
51,0.040154144167900085,0.13363750278949738,0.9896719455718994,0.9499291181564331
52,0.03988002985715866,0.12712639570236206,0.9897950291633606,0.9537080526351929
53,0.039670541882514954,0.12314851582050323,0.9897817373275757,0.9565422534942627
54,0.03934592753648758,0.12207821011543274,0.9899646639823914,0.9555975198745728
55,0.03929326683282852,0.12946531176567078,0.9897651076316833,0.9546527862548828
56,0.038998786360025406,0.12702548503875732,0.9899247884750366,0.9589040875434875
57,0.038902461528778076,0.11759652942419052,0.9899879693984985,0.9565422534942627
58,0.03851933777332306,0.1264813244342804,0.9900112152099609,0.9555975198745728
59,0.038388121873140335,0.12459159642457962,0.9901342988014221,0.9532356858253479
60,0.03829731047153473,0.13275860249996185,0.9900810718536377,0.9555975198745728
61,0.037976570427417755,0.1306273639202118,0.9901841878890991,0.952290952205658
62,0.03779348358511925,0.12831047177314758,0.9902440905570984,0.9565422534942627
63,0.03755388408899307,0.1295214146375656,0.9902241230010986,0.9541804194450378
64,0.037373919039964676,0.12321745604276657,0.9902773499488831,0.9551251530647278
65,0.037153568118810654,0.13019266724586487,0.9903838038444519,0.9532356858253479
66,0.036897867918014526,0.13577069342136383,0.9904103875160217,0.9504014849662781
67,0.036573730409145355,0.12165787070989609,0.9904769062995911,0.9593764543533325
68,0.036367762833833694,0.12579551339149475,0.9905866980552673,0.9560698866844177
