traccia_val,y_Mano_pol,y_pol_predict,delta_val
2011-03-29T11:33:25.000000Z.MMN.HHZ,0,0.022818474,0.02281847409904003
2011-03-29T11:33:25.000000Z.MTSN.HHZ,1,0.99073446,0.009265542030334473
2011-03-29T11:33:25.000000Z.SALB.HHZ,1,0.9918786,0.008121371269226074
2011-04-01T09:56:20.000000Z.CUC.HHZ,1,0.99123377,0.008766233921051025
2011-04-01T09:56:20.000000Z.MMN.HHZ,0,0.0025794304,0.002579430351033807
2011-04-01T09:56:20.000000Z.SALB.HHZ,1,0.9848067,0.015193283557891846
2011-04-02T16:25:29.000000Z.CUC.HHZ,1,0.99741226,0.002587735652923584
2011-04-02T16:25:29.000000Z.MMN.HHZ,0,0.0065407394,0.006540739443153143
2011-04-02T16:25:29.000000Z.MTSN.HHZ,0,0.41039202,0.41039201617240906
2011-04-04T01:33:23.000000Z.CUC.HHZ,1,0.97160375,0.028396248817443848
2011-04-04T01:33:23.000000Z.MMN.HHZ,1,0.995538,0.004462003707885742
2011-04-04T01:33:23.000000Z.MTSN.HHZ,0,0.007901185,0.007901185192167759
2011-04-04T11:38:59.000000Z.CUC.HHZ,1,0.99236286,0.007637143135070801
2011-04-04T11:38:59.000000Z.MMN.HHZ,1,0.9720338,0.027966201305389404
2011-04-26T11:12:30.000000Z.SALB.HHZ,1,0.9959561,0.004043877124786377
2011-04-26T11:12:30.000000Z.SCHR.EHZ,1,0.643707,0.3562930226325989
2011-04-27T00:57:16.998000Z.CUC.HHZ,1,0.99345267,0.006547331809997559
2011-04-27T00:57:17.000000Z.SALB.HHZ,1,0.9962614,0.003738582134246826
2011-04-27T00:57:17.000000Z.SIRI.HHZ,1,0.9633189,0.03668111562728882
2011-10-09T16:08:45.000000Z.MMN.HHZ,0,0.0034461515,0.003446151502430439
2011-10-14T11:44:11.000000Z.CUC.HHZ,1,0.9965205,0.003479480743408203
2011-10-14T11:44:11.000000Z.MMN.HHZ,0,0.004685101,0.0046851010993123055
2011-10-14T11:44:11.000000Z.MTSN.HHZ,1,0.7898686,0.21013140678405762
2011-10-14T11:44:11.000000Z.SALB.HHZ,1,0.9796056,0.02039438486099243
2011-10-14T11:44:11.000000Z.SLCN.HHZ,1,0.9862661,0.013733923435211182
2011-10-15T01:38:52.998000Z.CUC.HHZ,1,0.99615484,0.0038451552391052246
2011-10-15T01:38:52.998000Z.MMN.HHZ,0,0.0030087654,0.0030087654013186693
2011-10-15T01:38:53.000000Z.SALB.HHZ,1,0.99740905,0.002590954303741455
2011-10-15T18:35:58.000000Z.CUC.HHZ,1,0.99605185,0.0039481520652771
2011-10-15T18:35:58.000000Z.MMN.HHZ,0,0.008211751,0.008211750537157059
2011-10-15T18:35:58.000000Z.MTSN.HHZ,0,0.9726041,0.9726040959358215
2011-10-15T18:35:58.000000Z.SALB.HHZ,1,0.99543744,0.004562556743621826
2011-10-15T18:35:58.000000Z.SIRI.HHZ,0,0.026142485,0.026142485439777374
2011-10-15T20:32:30.000000Z.CUC.HHZ,1,0.99723035,0.002769649028778076
2011-10-15T20:32:30.000000Z.MMN.HHZ,0,0.0047748596,0.004774859640747309
2011-10-15T20:32:30.000000Z.MTSN.HHZ,1,0.98635626,0.013643741607666016
2011-10-15T20:32:30.000000Z.SALB.HHZ,1,0.9810814,0.01891857385635376
2011-10-18T01:15:20.000000Z.CUC.HHZ,1,0.9954005,0.004599511623382568
2011-10-18T01:15:20.000000Z.MMN.HHZ,0,0.0035198524,0.003519852412864566
2011-10-18T01:15:20.000000Z.MTSN.HHZ,0,0.0018146597,0.0018146596848964691
2011-10-18T01:15:20.000000Z.SALB.HHZ,1,0.99599874,0.004001259803771973
2011-10-18T01:15:20.000000Z.SCHR.EHZ,1,0.9980008,0.001999199390411377
2011-10-18T01:15:20.000000Z.SLCN.HHZ,0,0.010748935,0.01074893493205309
2011-10-19T20:31:26.998000Z.CUC.HHZ,1,0.9958339,0.004166126251220703
2011-10-19T20:31:26.998000Z.MMN.HHZ,0,0.0054556793,0.005455679260194302
2011-10-19T20:31:27.000000Z.MTSN.HHZ,1,0.9036683,0.09633171558380127
2011-10-19T20:31:27.000000Z.SALB.HHZ,1,0.9940154,0.005984604358673096
2011-10-19T20:31:27.000000Z.SIRI.HHZ,1,0.99677783,0.003222167491912842
2011-10-20T21:28:03.000000Z.CUC.HHZ,1,0.99418074,0.005819261074066162
2011-10-20T21:28:03.000000Z.MMN.HHZ,0,0.0025277368,0.0025277368258684874
2011-10-20T21:28:03.000000Z.SALB.HHZ,1,0.9942457,0.005754292011260986
2011-10-20T21:28:03.000000Z.SCHR.EHZ,1,0.9977215,0.0022785067558288574
2011-11-02T14:01:56.000000Z.CUC.HHZ,1,0.997424,0.002575993537902832
2011-11-02T14:01:56.000000Z.MMN.HHZ,0,0.005033964,0.005033963825553656
2011-11-02T14:01:56.000000Z.SALB.HHZ,1,0.99546635,0.004533648490905762
2011-11-02T14:01:56.000000Z.SCHR.EHZ,1,0.9966769,0.003323078155517578
2011-11-02T14:01:56.000000Z.SIRI.HHZ,1,0.99807477,0.0019252300262451172
2011-11-04T20:15:02.000000Z.CUC.HHZ,1,0.99008465,0.009915351867675781
2011-11-04T20:15:02.000000Z.MMN.HHZ,1,0.9957212,0.004278779029846191
2011-11-04T20:15:02.000000Z.SALB.HHZ,1,0.99059993,0.00940006971359253
2011-11-04T20:15:02.000000Z.SCHR.EHZ,1,0.9308126,0.06918740272521973
2011-11-05T04:32:21.000000Z.CUC.HHZ,1,0.99374336,0.0062566399574279785
2011-11-05T04:32:21.000000Z.MMN.HHZ,1,0.9930802,0.006919801235198975
2011-11-05T04:32:22.000000Z.SALB.HHZ,1,0.99219924,0.007800757884979248
2011-11-05T04:32:22.000000Z.SCHR.EHZ,1,0.99594975,0.004050254821777344
2011-11-06T11:20:40.000000Z.CUC.HHZ,1,0.9950954,0.004904627799987793
2011-11-06T11:20:40.000000Z.MMN.HHZ,0,0.0071550435,0.007155043538659811
2011-11-06T11:20:40.000000Z.SALB.HHZ,1,0.9941758,0.0058242082595825195
2011-11-07T13:23:23.000000Z.CUC.HHZ,1,0.9474799,0.05252009630203247
2011-11-07T13:23:23.000000Z.MMN.HHZ,0,0.022859715,0.022859714925289154
2011-11-07T13:23:24.000000Z.CUC.HHZ,1,0.9474799,0.05252009630203247
2011-11-07T13:23:24.000000Z.SCHR.EHZ,1,0.98826027,0.011739730834960938
2011-11-07T13:23:24.000000Z.SIRI.HHZ,1,0.9963797,0.003620326519012451
2011-11-09T12:19:28.999000Z.CUC.HHZ,1,0.99644274,0.003557264804840088
2011-11-09T12:19:28.999000Z.MMN.HHZ,1,0.9930211,0.006978929042816162
2011-11-09T12:19:29.000000Z.SALB.HHZ,1,0.9917297,0.008270323276519775
2011-11-09T12:19:29.000000Z.SCHR.EHZ,1,0.99913603,0.0008639693260192871
2011-11-09T14:32:11.000000Z.CUC.HHZ,1,0.99712473,0.0028752684593200684
2011-11-09T14:32:11.000000Z.MMN.HHZ,0,0.012033338,0.012033337727189064
2011-11-09T14:32:11.000000Z.SALB.HHZ,1,0.9900359,0.00996410846710205
2011-11-09T14:32:11.000000Z.SCHR.EHZ,1,0.99522793,0.004772067070007324
