traccia,y_Mano,y_predict,delta
trace_0,0,0.0029999486,0.0029999485705047846
trace_1,1,0.046106733,0.9538932666182518
trace_2,0,0.002618672,0.0026186720933765173
trace_3,1,0.98504966,0.014950335025787354
trace_4,1,0.99708265,0.002917349338531494
trace_5,0,0.0030227967,0.003022796707227826
trace_6,1,0.99929297,0.0007070302963256836
trace_7,0,0.38559547,0.3855954706668854
trace_8,1,0.99941814,0.0005818605422973633
trace_9,0,0.0015521848,0.0015521848108619452
trace_10,1,0.1904947,0.8095052987337112
trace_11,1,0.998102,0.0018979907035827637
trace_12,0,0.2537821,0.25378209352493286
trace_13,0,0.008948956,0.008948955684900284
trace_14,1,0.9978479,0.002152085304260254
trace_15,0,0.002449205,0.0024492049124091864
trace_16,0,0.0052387714,0.005238771438598633
trace_17,1,0.9888243,0.011175692081451416
trace_18,1,0.9885408,0.011459171772003174
trace_19,1,0.9788669,0.021133124828338623
trace_20,0,0.0017755285,0.0017755285371094942
trace_21,1,0.98727125,0.012728750705718994
trace_22,1,0.06385391,0.9361460879445076
trace_23,1,0.991163,0.008836984634399414
trace_24,1,0.999164,0.0008360147476196289
trace_25,0,0.09194233,0.09194233268499374
trace_26,0,0.0054459185,0.005445918533951044
trace_27,0,0.002373752,0.002373751951381564
trace_28,1,0.978675,0.021324992179870605
trace_29,0,0.015568024,0.015568023547530174
trace_30,0,0.0214302,0.021430199965834618
trace_31,1,0.982951,0.017049014568328857
trace_32,0,0.0035032504,0.0035032504238188267
trace_33,1,0.99659204,0.0034079551696777344
trace_34,0,0.00088977686,0.0008897768566384912
trace_35,1,0.99855834,0.001441657543182373
trace_36,0,0.023195006,0.02319500595331192
trace_37,0,0.028383235,0.02838323451578617
trace_38,0,0.012089611,0.012089611031115055
trace_39,1,0.0057638413,0.9942361586727202
trace_40,1,0.9941275,0.005872488021850586
trace_41,0,0.0023171601,0.0023171601351350546
trace_42,1,0.9989272,0.0010728240013122559
trace_43,1,0.9975466,0.0024533867835998535
trace_44,1,0.9930058,0.006994187831878662
trace_45,1,0.50111836,0.49888163805007935
trace_46,1,0.98929214,0.010707855224609375
trace_47,1,0.9937117,0.006288290023803711
trace_48,1,0.9981616,0.001838386058807373
trace_49,1,0.97997713,0.020022869110107422
trace_50,1,0.9924725,0.007527470588684082
trace_51,0,0.0442733,0.04427329823374748
trace_52,0,0.0010858224,0.0010858223540708423
trace_53,0,0.0011756815,0.001175681478343904
trace_54,0,0.015704107,0.01570410653948784
trace_55,1,0.9942204,0.005779623985290527
trace_56,1,0.9969881,0.0030118823051452637
trace_57,1,0.994162,0.005837976932525635
trace_58,1,0.89478934,0.10521066188812256
trace_59,1,0.9969753,0.0030246973037719727
trace_60,1,0.9954265,0.004573523998260498
trace_61,1,0.9972922,0.0027077794075012207
trace_62,1,0.9977023,0.002297699451446533
trace_63,1,0.99484754,0.005152463912963867
trace_64,1,0.9938122,0.006187796592712402
trace_65,0,0.02419305,0.024193050339818
trace_66,0,0.0014853007,0.0014853007160127163
trace_67,1,0.9804577,0.019542276859283447
trace_68,1,0.99952066,0.0004793405532836914
trace_69,1,0.9411639,0.05883610248565674
trace_70,1,0.78922004,0.21077996492385864
trace_71,0,0.0027996514,0.00279965135268867
trace_72,1,0.99125004,0.008749961853027344
trace_73,1,0.07110431,0.9288956895470619
trace_74,1,0.99403703,0.005962967872619629
trace_75,1,0.99174666,0.008253335952758789
trace_76,0,0.005229248,0.005229248199611902
trace_77,0,0.006447635,0.0064476351253688335
