,loss_train,loss_val,acc_train,acc_val
0,0.4501626491546631,0.2832607924938202,0.8457114696502686,0.8790741562843323
1,0.15944108366966248,0.2580062747001648,0.9448273181915283,0.8956069946289062
2,0.1296546459197998,0.23361371457576752,0.957663357257843,0.9083608984947205
3,0.11684001237154007,0.22214670479297638,0.9626095294952393,0.9130845665931702
4,0.10904330015182495,0.22401849925518036,0.965243935585022,0.9121398329734802
5,0.10360879451036453,0.21213796734809875,0.9673128724098206,0.915446400642395
6,0.09892208874225616,0.21487846970558167,0.9690558314323425,0.9168635010719299
7,0.09495244175195694,0.20266065001487732,0.9706624150276184,0.9187529683113098
8,0.09103742986917496,0.20130369067192078,0.9721958041191101,0.9211148023605347
9,0.08750870823860168,0.19012628495693207,0.9733932614326477,0.9272555708885193
10,0.08422043174505234,0.18873904645442963,0.9746904969215393,0.9258384704589844
11,0.08115729689598083,0.1808444857597351,0.9759777784347534,0.9291450381278992
12,0.07828084379434586,0.18660959601402283,0.9771053791046143,0.932451605796814
13,0.07562709599733353,0.17759214341640472,0.9778238534927368,0.9300897717475891
14,0.07310767471790314,0.1915258914232254,0.9788283705711365,0.9282003045082092
15,0.07097845524549484,0.16832131147384644,0.9797530770301819,0.9400094747543335
16,0.06880280375480652,0.17097586393356323,0.9804083108901978,0.9381200075149536
17,0.06696715950965881,0.16726700961589813,0.9810968637466431,0.9418989419937134
18,0.06524724513292313,0.15685679018497467,0.981782078742981,0.9442607760429382
19,0.06361252069473267,0.1667500138282776,0.9823675155639648,0.9385923743247986
20,0.06222230941057205,0.15433543920516968,0.9828331470489502,0.9456778168678284
21,0.06094180420041084,0.15227968990802765,0.9833421111106873,0.9466225504875183
22,0.05978881195187569,0.149739071726799,0.983854353427887,0.9480396509170532
23,0.058755770325660706,0.1498304158449173,0.984203577041626,0.950873851776123
24,0.05775012820959091,0.15029247105121613,0.9844397306442261,0.9480396509170532
25,0.056928280740976334,0.1457582414150238,0.984832227230072,0.9475672841072083
26,0.05607965588569641,0.14895687997341156,0.9849287271499634,0.9485120177268982
27,0.05533621087670326,0.14797604084014893,0.9851781725883484,0.9504014849662781
28,0.054669857025146484,0.16147072613239288,0.9854775667190552,0.9452054500579834
29,0.05409426614642143,0.13937173783779144,0.9855706691741943,0.9527633190155029
30,0.05345433950424194,0.14387793838977814,0.985846757888794,0.9494567513465881
31,0.05308196321129799,0.13716082274913788,0.9859997630119324,0.9532356858253479
32,0.05253162980079651,0.1342761218547821,0.9860130548477173,0.9551251530647278
33,0.05202552676200867,0.14375123381614685,0.9862592220306396,0.9494567513465881
34,0.05163588002324104,0.1420062780380249,0.9864088892936707,0.9527633190155029
35,0.05117989704012871,0.13503625988960266,0.9865120053291321,0.9532356858253479
36,0.05080505087971687,0.13405591249465942,0.9867282509803772,0.9546527862548828
37,0.050400134176015854,0.13690723478794098,0.9866683483123779,0.9527633190155029
38,0.05010763928294182,0.13110212981700897,0.986847996711731,0.9527633190155029
39,0.04981674253940582,0.13716208934783936,0.9868912100791931,0.952290952205658
40,0.04944750294089317,0.14368654787540436,0.987034261226654,0.9499291181564331
41,0.04920962452888489,0.13962051272392273,0.987054169178009,0.9504014849662781
42,0.048871833831071854,0.13968510925769806,0.9871340394020081,0.9532356858253479
43,0.04868868365883827,0.1458909660577774,0.98719722032547,0.950873851776123
44,0.04842390492558479,0.13247279822826385,0.987296998500824,0.9546527862548828
45,0.04810409992933273,0.13191325962543488,0.9874001145362854,0.9527633190155029
46,0.047970328480005264,0.1363057941198349,0.9874899387359619,0.9541804194450378
47,0.04776792600750923,0.13312509655952454,0.9874998927116394,0.9565422534942627
48,0.047467004507780075,0.12663260102272034,0.9875930547714233,0.9537080526351929
49,0.04726420342922211,0.12310869991779327,0.9876196384429932,0.9541804194450378
50,0.04709687456488609,0.12272746860980988,0.9876629114151001,0.9579593539237976
51,0.04688389226794243,0.12334407866001129,0.9877560138702393,0.9560698866844177
52,0.046681080013513565,0.13313080370426178,0.9878092408180237,0.952290952205658
