traccia,y_Mano,y_predict,delta
trace_0,0,0.001921643,0.0019216430373489857
trace_1,1,0.00123776,0.9987622400512919
trace_2,0,0.0052362205,0.005236220546066761
trace_3,1,0.8595362,0.14046382904052734
trace_4,1,0.9962483,0.003751695156097412
trace_5,0,0.019727228,0.019727228209376335
trace_6,1,0.9986564,0.0013436079025268555
trace_7,0,0.009983834,0.009983833879232407
trace_8,1,0.99730057,0.002699434757232666
trace_9,0,0.0020751434,0.002075143391266465
trace_10,1,0.057136767,0.9428632333874702
trace_11,1,0.99911946,0.0008805394172668457
trace_12,0,0.12938565,0.12938565015792847
trace_13,0,0.10513109,0.10513108968734741
trace_14,1,0.9633054,0.03669458627700806
trace_15,0,0.0046671447,0.004667144734412432
trace_16,0,0.08021822,0.08021821826696396
trace_17,1,0.98614025,0.013859748840332031
trace_18,1,0.985778,0.014222025871276855
trace_19,1,0.9354174,0.06458258628845215
trace_20,0,0.0015891531,0.0015891530783846974
trace_21,1,0.9803883,0.019611716270446777
trace_22,1,0.66754454,0.33245545625686646
trace_23,1,0.99572587,0.004274129867553711
trace_24,1,0.9989059,0.0010941028594970703
trace_25,0,0.77412176,0.7741217613220215
trace_26,0,0.006263432,0.006263432092964649
trace_27,0,0.0050547267,0.005054726731032133
trace_28,1,0.96729505,0.032704949378967285
trace_29,0,0.0052751848,0.005275184754282236
trace_30,0,0.04880315,0.04880315065383911
trace_31,1,0.99748635,0.0025136470794677734
trace_32,0,0.0099578425,0.009957842528820038
trace_33,1,0.96878403,0.031215965747833252
trace_34,0,0.0022783699,0.002278369851410389
trace_35,1,0.99600023,0.003999769687652588
trace_36,0,0.23699942,0.23699942231178284
trace_37,0,0.21526031,0.215260311961174
trace_38,0,0.36808556,0.3680855631828308
trace_39,1,0.010086334,0.989913665689528
trace_40,1,0.9958817,0.00411832332611084
trace_41,0,0.013164477,0.013164477422833443
trace_42,1,0.99837923,0.0016207695007324219
trace_43,1,0.9979388,0.002061188220977783
trace_44,1,0.86146516,0.13853484392166138
trace_45,1,0.0025026822,0.9974973178468645
trace_46,1,0.9951624,0.0048375725746154785
trace_47,1,0.99986553,0.00013446807861328125
trace_48,1,0.99483335,0.00516664981842041
trace_49,1,0.9882555,0.011744499206542969
trace_50,1,0.97487324,0.025126755237579346
trace_51,0,0.029573934,0.02957393415272236
trace_52,0,0.0023764523,0.0023764523211866617
trace_53,0,0.0029558644,0.002955864416435361
trace_54,0,0.00502196,0.005021960008889437
trace_55,1,0.99411315,0.005886852741241455
trace_56,1,0.9977831,0.0022168755531311035
trace_57,1,0.9950794,0.004920601844787598
trace_58,1,0.8587734,0.14122658967971802
trace_59,1,0.997442,0.002557992935180664
trace_60,1,0.99759966,0.002400338649749756
trace_61,1,0.9983569,0.0016431212425231934
trace_62,1,0.99864334,0.001356661319732666
trace_63,1,0.99446505,0.005534946918487549
trace_64,1,0.9304561,0.06954389810562134
trace_65,0,0.049122773,0.04912277311086655
trace_66,0,0.00096786243,0.0009678624337539077
trace_67,1,0.997141,0.0028589963912963867
trace_68,1,0.9713865,0.028613507747650146
trace_69,1,0.99773276,0.0022672414779663086
trace_70,1,0.94050556,0.05949443578720093
trace_71,0,0.0035704463,0.003570446278899908
trace_72,1,0.82022274,0.17977726459503174
trace_73,1,0.09734162,0.9026583805680275
trace_74,1,0.9987797,0.0012202858924865723
trace_75,1,0.9841673,0.015832722187042236
trace_76,0,0.0047021215,0.004702121485024691
trace_77,0,0.0042042336,0.004204233642667532
trace_78,1,0.002683315,0.9973166850395501
trace_79,0,0.13425256,0.13425256311893463
trace_80,1,0.9829433,0.017056703567504883
trace_81,1,0.9983177,0.001682281494140625
trace_82,0,0.014992325,0.014992324635386467
trace_83,1,0.9966523,0.0033476948738098145
trace_84,0,0.01631435,0.016314350068569183
trace_85,1,0.95718265,0.04281735420227051
trace_86,1,0.99226874,0.007731258869171143
trace_87,1,0.99875605,0.0012439489364624023
trace_88,1,0.9651635,0.03483647108078003
trace_89,1,0.9987733,0.0012267231941223145
trace_90,1,0.9819302,0.018069803714752197
trace_91,1,0.29717207,0.7028279304504395
trace_92,1,0.99673563,0.0032643675804138184
trace_93,0,0.95220685,0.9522068500518799
trace_94,1,0.999759,0.0002409815788269043
trace_95,0,0.27480918,0.27480918169021606
trace_96,1,0.9973399,0.002660095691680908
trace_97,1,0.99968815,0.00031185150146484375
trace_98,1,0.9977252,0.002274811267852783
trace_99,1,0.95911306,0.04088693857192993
trace_100,0,0.1525715,0.15257149934768677
trace_101,1,0.9820607,0.017939329147338867
trace_102,0,0.0006006732,0.000600673200096935
trace_103,0,0.19982786,0.1998278647661209
trace_104,1,0.9967416,0.0032584071159362793
trace_105,1,0.9984456,0.0015544295310974121
trace_106,1,0.9952833,0.004716694355010986
trace_107,0,0.022187294,0.02218729443848133
trace_108,1,0.99915755,0.0008424520492553711
trace_109,1,0.9829648,0.017035186290740967
trace_110,0,0.007812916,0.007812916301190853
trace_111,0,0.6999397,0.6999397277832031
trace_112,1,0.9976254,0.002374589443206787
trace_113,1,0.9176919,0.08230811357498169
trace_114,0,0.7121079,0.7121078968048096
trace_115,0,0.7632707,0.7632706761360168
trace_116,1,0.9980494,0.0019506216049194336
trace_117,1,0.7609393,0.23906069993972778
trace_118,1,0.99558455,0.004415452480316162
trace_119,0,0.77714235,0.777142345905304
trace_120,1,0.9982584,0.0017415881156921387
trace_121,1,0.6963602,0.30363982915878296
trace_122,0,0.0014929197,0.0014929197495803237
trace_123,0,0.9498042,0.9498041868209839
trace_124,0,0.0036662226,0.0036662225611507893
trace_125,0,0.0070719505,0.007071950472891331
trace_126,0,0.0031160999,0.003116099862381816
trace_127,0,0.0017548482,0.001754848170094192
trace_128,0,0.009916343,0.009916342794895172
trace_129,1,0.9982827,0.0017173290252685547
trace_130,0,0.0033255527,0.0033255526795983315
trace_131,1,0.93611294,0.06388705968856812
trace_132,1,0.36919242,0.6308075785636902
trace_133,1,0.9974088,0.0025911927223205566
trace_134,1,0.9978806,0.00211942195892334
trace_135,0,0.0012150852,0.0012150851543992758
trace_136,0,0.009407957,0.009407957084476948
trace_137,1,0.9678853,0.03211468458175659
trace_138,1,0.9988366,0.0011634230613708496
trace_139,0,0.8708603,0.8708602786064148
trace_140,0,0.9227385,0.9227384924888611
trace_141,0,0.7106757,0.7106757164001465
trace_142,1,0.19795288,0.8020471185445786
trace_143,1,0.946757,0.05324298143386841
trace_144,0,0.0017864548,0.001786454813554883
trace_145,1,0.9959746,0.004025399684906006
trace_146,0,0.007159873,0.00715987291187048
trace_147,1,0.9316361,0.06836390495300293
trace_148,1,0.46900293,0.5309970676898956
trace_149,1,0.9944759,0.005524098873138428
trace_150,1,0.9982084,0.0017915964126586914
trace_151,1,0.99956506,0.0004349350929260254
trace_152,1,0.76370496,0.23629504442214966
trace_153,1,0.99656254,0.0034374594688415527
trace_154,0,0.0016548407,0.001654840656556189
trace_155,1,0.5336871,0.46631288528442383
trace_156,1,0.9072942,0.09270578622817993
trace_157,0,0.0033968333,0.0033968333154916763
trace_158,1,0.08075544,0.9192445576190948
trace_159,1,0.9805448,0.0194551944732666
trace_160,1,0.26871118,0.7312888205051422
trace_161,1,0.99901116,0.0009888410568237305
trace_162,0,0.0011690458,0.0011690458049997687
trace_163,0,0.1268694,0.12686939537525177
trace_164,0,0.013173215,0.013173215091228485
trace_165,1,0.9982638,0.0017362236976623535
trace_166,1,0.5988715,0.40112847089767456
trace_167,0,0.22602771,0.226027712225914
trace_168,1,0.87270826,0.127291738986969
trace_169,0,0.014719289,0.014719288796186447
trace_170,1,0.99877506,0.0012249350547790527
trace_171,1,0.8925841,0.10741591453552246
trace_172,1,0.9997645,0.00023549795150756836
trace_173,1,0.99317557,0.00682443380355835
trace_174,1,0.99094474,0.009055256843566895
trace_175,1,0.99469686,0.005303144454956055
trace_176,0,0.0008901037,0.0008901036926545203
trace_177,0,0.4007075,0.40070751309394836
trace_178,1,0.99783164,0.0021683573722839355
trace_179,0,0.004617784,0.004617784172296524
trace_180,1,0.0047667953,0.9952332046814263
trace_181,0,0.008932498,0.008932498283684254
trace_182,1,0.95732945,0.04267054796218872
trace_183,1,0.99957114,0.00042885541915893555
trace_184,0,0.0016541476,0.0016541476361453533
trace_185,0,0.0026240551,0.0026240551378577948
trace_186,1,0.96331924,0.036680757999420166
trace_187,0,0.0015191186,0.001519118552096188
trace_188,1,0.9830936,0.016906380653381348
trace_189,0,0.8641558,0.8641558289527893
trace_190,0,0.028498055,0.028498055413365364
trace_191,0,0.53128225,0.5312822461128235
trace_192,1,0.9805069,0.01949310302734375
trace_193,1,0.9750606,0.024939417839050293
trace_194,1,0.8707446,0.12925541400909424
trace_195,1,0.9972475,0.0027524828910827637
trace_196,1,0.9985316,0.0014684200286865234
trace_197,1,0.97664285,0.023357152938842773
trace_198,0,0.0017897368,0.001789736794307828
trace_199,1,0.9973363,0.0026636719703674316
trace_200,1,0.9923394,0.007660627365112305
trace_201,0,0.0011462059,0.001146205933764577
trace_202,1,0.9980958,0.0019041895866394043
trace_203,0,0.04395991,0.043959908187389374
trace_204,0,0.74467033,0.7446703314781189
trace_205,1,0.5573588,0.4426411986351013
trace_206,0,0.004091416,0.004091416019946337
trace_207,1,0.98798543,0.012014567852020264
trace_208,1,0.9991829,0.0008171200752258301
trace_209,0,0.0024904464,0.00249044643715024
trace_210,0,0.004188019,0.004188018850982189
trace_211,1,0.9663529,0.033647119998931885
trace_212,0,0.6334558,0.6334558129310608
trace_213,0,0.0065532136,0.006553213577717543
trace_214,1,0.99953735,0.00046265125274658203
trace_215,1,0.73633105,0.263668954372406
trace_216,0,0.7518907,0.7518907189369202
trace_217,0,0.0004275065,0.0004275064857210964
trace_218,1,0.9906433,0.009356677532196045
