traccia,y_a_Mano,y_predict,delta
2010-01-30T01:23:45.000000Z.CRAC.EHZ,1,0.99468863,0.005311369895935059
2010-01-30T01:23:45.000000Z.CUC.HHZ,0,0.017844234,0.01784423366189003
2010-01-30T01:23:45.000000Z.MGR.HHZ,0,0.05623332,0.05623332038521767
2010-01-30T01:23:45.000000Z.ORI.HHZ,0,0.010334334,0.010334334336221218
2010-01-30T01:23:45.000000Z.SALB.HHZ,0,0.01033431,0.010334310121834278
2010-01-30T01:23:45.000000Z.SCHR.EHZ,0,0.01033431,0.010334310121834278
2010-01-30T01:23:45.000000Z.SIRI.HHZ,0,0.027983781,0.027983780950307846
2010-04-09T14:39:44.000000Z.MMN.HHZ,0,0.01033431,0.010334310121834278
2010-04-09T14:39:45.000000Z.BULG.HHZ,1,0.11053179,0.8894682079553604
2010-04-09T14:39:45.000000Z.CMPR.HHZ,1,0.9736736,0.026326417922973633
2010-04-09T14:39:45.000000Z.CUC.HHZ,0,0.01033431,0.010334310121834278
2010-04-09T14:39:45.000000Z.MCEL.HHZ,0,0.17665166,0.17665165662765503
2010-04-09T14:39:45.000000Z.MGR.HHZ,0,0.017350411,0.017350411042571068
2010-04-09T14:39:45.000000Z.MTSN.HHZ,0,0.017844334,0.01784433424472809
2010-04-09T14:39:45.000000Z.SALB.HHZ,1,0.99468863,0.005311369895935059
2010-05-21T10:29:02.000000Z.BULG.HHZ,0,0.054585654,0.05458565428853035
2010-05-21T10:29:02.000000Z.CMPR.HHZ,1,0.93842036,0.06157964468002319
2010-05-21T10:29:02.000000Z.CUC.HHZ,0,0.010334315,0.010334314778447151
2010-05-21T10:29:02.000000Z.MCEL.HHZ,1,0.9900974,0.009902596473693848
2010-05-21T10:29:02.000000Z.MMN.HHZ,0,0.01033431,0.010334310121834278
2010-05-21T10:29:02.000000Z.MTSN.HHZ,0,0.067833334,0.06783333420753479
2010-05-21T10:29:02.000000Z.SALB.HHZ,1,0.99468863,0.005311369895935059
2010-05-21T10:29:02.000000Z.SIRI.HHZ,1,0.9610101,0.038989901542663574
2010-08-09T05:55:32.000000Z.MMN.HHZ,1,0.99468863,0.005311369895935059
2010-08-09T05:55:32.000000Z.SALB.HHZ,1,0.99468863,0.005311369895935059
2010-09-10T12:50:45.000000Z.MMN.HHZ,1,0.99468863,0.005311369895935059
2010-09-10T12:50:46.000000Z.CUC.HHZ,1,0.99468863,0.005311369895935059
2010-09-10T12:50:46.000000Z.MCEL.HHZ,1,0.99308056,0.006919443607330322
2010-09-10T12:50:46.000000Z.MGR.HHZ,0,0.010334315,0.010334314778447151
2010-09-10T12:50:46.000000Z.MTSN.HHZ,1,0.0103343595,0.9896656405180693
2010-09-10T12:50:46.000000Z.SALB.HHZ,0,0.0178443,0.017844300717115402
2010-09-10T12:50:46.000000Z.SIRI.HHZ,1,0.010334315,0.9896656852215528
2010-09-25T18:48:53.000000Z.CUC.HHZ,1,0.99468863,0.005311369895935059
2010-09-25T18:48:53.000000Z.MCEL.HHZ,0,0.99468863,0.9946886301040649
2010-09-25T18:48:53.000000Z.MMN.HHZ,0,0.010334305,0.010334305465221405
2010-09-25T18:48:53.000000Z.MTSN.HHZ,0,0.035599682,0.03559968248009682
2010-09-25T18:48:53.000000Z.ORI.HHZ,1,0.9697874,0.030212581157684326
2010-09-25T18:48:53.000000Z.SALB.HHZ,1,0.99468863,0.005311369895935059
2010-09-25T18:48:53.000000Z.SIRI.HHZ,1,0.96011364,0.03988635540008545
2010-10-06T17:43:09.000000Z.CUC.HHZ,1,0.99468863,0.005311369895935059
