traccia,y_a_Mano,y_predict,delta
2010-01-30T01:23:45.000000Z.CRAC.EHZ,1,0.9947002,0.005299806594848633
2010-01-30T01:23:45.000000Z.CUC.HHZ,0,0.006827689,0.006827688775956631
2010-01-30T01:23:45.000000Z.MGR.HHZ,0,0.020423535,0.020423535257577896
2010-01-30T01:23:45.000000Z.ORI.HHZ,0,0.01965919,0.019659189507365227
2010-01-30T01:23:45.000000Z.SALB.HHZ,0,0.004055025,0.004055025056004524
2010-01-30T01:23:45.000000Z.SCHR.EHZ,0,7.841299e-05,7.841298793209717e-05
2010-01-30T01:23:45.000000Z.SIRI.HHZ,0,0.00558891,0.005588910076767206
2010-04-09T14:39:44.000000Z.MMN.HHZ,0,0.01901938,0.01901938021183014
2010-04-09T14:39:45.000000Z.BULG.HHZ,1,0.784608,0.21539199352264404
2010-04-09T14:39:45.000000Z.CMPR.HHZ,1,0.99973756,0.0002624392509460449
2010-04-09T14:39:45.000000Z.CUC.HHZ,0,0.00475194,0.004751939792186022
2010-04-09T14:39:45.000000Z.MCEL.HHZ,0,2.628696e-06,2.628695938255987e-06
2010-04-09T14:39:45.000000Z.MGR.HHZ,0,0.00029759054,0.00029759053722955287
2010-04-09T14:39:45.000000Z.MTSN.HHZ,0,0.03356049,0.03356048837304115
2010-04-09T14:39:45.000000Z.SALB.HHZ,1,0.9987049,0.0012950897216796875
2010-05-21T10:29:02.000000Z.BULG.HHZ,0,0.021056294,0.021056294441223145
2010-05-21T10:29:02.000000Z.CMPR.HHZ,1,0.99999344,6.556510925292969e-06
2010-05-21T10:29:02.000000Z.CUC.HHZ,0,0.0004742097,0.00047420969349332154
2010-05-21T10:29:02.000000Z.MCEL.HHZ,1,0.9975606,0.0024393796920776367
2010-05-21T10:29:02.000000Z.MMN.HHZ,0,0.010348067,0.010348066687583923
2010-05-21T10:29:02.000000Z.MTSN.HHZ,0,6.098233e-05,6.098232915974222e-05
2010-05-21T10:29:02.000000Z.SALB.HHZ,1,0.9999989,1.0728836059570312e-06
2010-05-21T10:29:02.000000Z.SIRI.HHZ,1,0.99323565,0.006764352321624756
2010-08-09T05:55:32.000000Z.MMN.HHZ,1,0.99118257,0.008817434310913086
2010-08-09T05:55:32.000000Z.SALB.HHZ,1,0.9992483,0.0007516741752624512
2010-09-10T12:50:45.000000Z.MMN.HHZ,1,0.99104416,0.008955836296081543
2010-09-10T12:50:46.000000Z.CUC.HHZ,1,0.99936587,0.0006341338157653809
2010-09-10T12:50:46.000000Z.MCEL.HHZ,1,0.9996308,0.00036919116973876953
2010-09-10T12:50:46.000000Z.MGR.HHZ,0,0.0016596224,0.0016596224159002304
2010-09-10T12:50:46.000000Z.MTSN.HHZ,1,0.0970138,0.9029861986637115
2010-09-10T12:50:46.000000Z.SALB.HHZ,0,0.043319315,0.04331931471824646
2010-09-10T12:50:46.000000Z.SIRI.HHZ,1,0.00057658483,0.9994234151672572
2010-09-25T18:48:53.000000Z.CUC.HHZ,1,0.99897003,0.00102996826171875
2010-09-25T18:48:53.000000Z.MCEL.HHZ,0,0.99946505,0.9994650483131409
2010-09-25T18:48:53.000000Z.MMN.HHZ,0,0.0043642237,0.004364223685115576
2010-09-25T18:48:53.000000Z.MTSN.HHZ,0,0.0037584316,0.0037584316451102495
2010-09-25T18:48:53.000000Z.ORI.HHZ,1,0.9996629,0.0003371238708496094
2010-09-25T18:48:53.000000Z.SALB.HHZ,1,0.98706424,0.012935757637023926
2010-09-25T18:48:53.000000Z.SIRI.HHZ,1,0.97647834,0.02352166175842285
2010-10-06T17:43:09.000000Z.CUC.HHZ,1,0.9979348,0.0020651817321777344
2010-10-06T17:43:09.000000Z.MMN2.HHZ,0,0.00190212,0.001902119955047965
2010-10-06T17:43:09.000000Z.SALB.HHZ,1,0.9939051,0.006094872951507568
2010-10-07T04:07:28.000000Z.CUC.HHZ,1,0.9965978,0.0034021735191345215
2010-10-07T04:07:28.000000Z.MTSN.HHZ,0,0.025629729,0.02562972903251648
2010-10-07T04:07:28.000000Z.SALB.HHZ,1,0.9992799,0.0007200837135314941
2010-10-07T04:07:28.000000Z.SCHR.EHZ,0,0.12939617,0.12939617037773132
2010-10-07T04:07:28.000000Z.SIRI.HHZ,0,0.04391838,0.04391837865114212
2010-10-07T07:16:49.000000Z.CUC.HHZ,1,0.99788946,0.0021105408668518066
2010-10-07T07:16:49.000000Z.SALB.HHZ,1,0.99991155,8.845329284667969e-05
2010-10-07T21:26:58.999000Z.CUC.HHZ,1,0.99200845,0.007991552352905273
2010-10-07T21:26:58.999000Z.ORI.HHZ,1,0.99926096,0.0007390379905700684
2010-10-07T21:26:59.000000Z.SALB.HHZ,1,0.9998367,0.0001633167266845703
2010-10-07T21:26:59.000000Z.SCHR.EHZ,0,0.000109442095,0.00010944209498120472
2010-10-07T21:26:59.000000Z.SLCN.HHZ,1,0.972694,0.027306020259857178
2010-10-08T07:17:10.999000Z.CUC.HHZ,1,0.9903362,0.009663820266723633
2010-10-08T07:17:11.000000Z.SALB.HHZ,1,0.9894599,0.010540127754211426
2010-10-08T07:17:11.000000Z.SIRI.HHZ,1,0.99996006,3.993511199951172e-05
2010-10-08T07:53:15.000000Z.CUC.HHZ,1,0.9972736,0.0027263760566711426
2010-10-08T07:53:15.000000Z.MTSN.HHZ,1,0.99893624,0.0010637640953063965
2010-10-08T13:28:21.000000Z.CUC.HHZ,1,0.954201,0.04579901695251465
2010-10-08T13:28:21.000000Z.MMN.HHZ,1,0.9993216,0.0006784200668334961
2010-10-08T13:28:21.000000Z.MMN2.HHZ,0,6.1328035e-05,6.132803537184373e-05
2010-10-08T13:28:21.000000Z.SALB.HHZ,1,0.9964522,0.0035477876663208008
2010-10-08T13:28:21.000000Z.SCHR.EHZ,0,0.03520172,0.035201720893383026
2010-10-08T14:03:59.000000Z.BULG.HHZ,1,0.99985087,0.00014913082122802734
2010-10-08T14:03:59.000000Z.CUC.HHZ,1,0.997886,0.0021139979362487793
2010-10-08T14:03:59.000000Z.MCEL.HHZ,1,0.99842703,0.0015729665756225586
2010-10-08T14:03:59.000000Z.MMN.HHZ,1,0.9929664,0.007033586502075195
2010-10-08T14:03:59.000000Z.SALB.HHZ,1,0.99691963,0.0030803680419921875
2010-10-08T14:03:59.000000Z.SCHR.EHZ,0,0.9756182,0.9756181836128235
2010-10-08T14:03:59.000000Z.SIRI.HHZ,1,0.93679136,0.06320863962173462
2010-10-20T05:12:36.000000Z.CUC.HHZ,1,0.999169,0.0008310079574584961
2010-10-20T05:12:36.000000Z.MMN.HHZ,1,0.99799675,0.0020032525062561035
2010-10-24T11:09:49.000000Z.CUC.HHZ,1,0.9979386,0.0020614266395568848
2010-10-24T11:09:49.000000Z.MMN.HHZ,1,0.9998497,0.00015032291412353516
2010-10-24T11:09:49.000000Z.MTSN.HHZ,1,0.0037064233,0.9962935766670853
2010-10-24T11:09:49.000000Z.SALB.HHZ,1,0.99963903,0.0003609657287597656
2010-10-24T20:57:06.000000Z.CUC.HHZ,1,0.99454665,0.005453348159790039
2010-10-24T20:57:06.000000Z.MMN.HHZ,0,0.000116051735,0.00011605173494899645
2010-10-24T20:57:06.000000Z.SALB.HHZ,1,0.9996797,0.0003203153610229492
2010-11-09T08:43:01.000001Z.CUC.HHZ,1,0.99940705,0.0005929470062255859
2010-11-09T08:43:01.000001Z.MCEL.HHZ,1,0.99977916,0.00022083520889282227
2010-11-09T08:43:01.000001Z.MTSN.HHZ,1,0.9985862,0.0014138221740722656
2010-11-09T08:43:01.000001Z.SALB.HHZ,1,0.9998271,0.0001729130744934082
2010-11-09T08:43:01.000001Z.SCHR.EHZ,1,0.9989967,0.0010033249855041504
2010-11-09T08:43:01.000001Z.SIRI.HHZ,1,0.99864715,0.001352846622467041
2010-11-09T08:43:01.000001Z.SLCN.HHZ,1,0.9999833,1.6689300537109375e-05
2010-12-14T13:01:20.000000Z.CUC.HHZ,1,0.9945827,0.005417287349700928
2010-12-14T13:01:20.000000Z.SCHR.EHZ,1,0.99110293,0.008897066116333008
2010-12-14T13:01:20.000000Z.SIRI.HHZ,1,0.9974704,0.002529621124267578
2010-12-26T21:47:57.000000Z.MTSN.HHZ,0,0.02429844,0.024298440665006638
2010-12-26T21:47:57.000000Z.SALB.HHZ,1,0.99998856,1.1444091796875e-05
2011-01-02T00:22:41.000000Z.MCEL.HHZ,1,0.9949692,0.005030810832977295
2011-01-02T00:22:41.000000Z.MMN.HHZ,0,0.0018954887,0.0018954887054860592
2011-01-02T00:22:41.000000Z.MTSN.HHZ,0,0.9981805,0.9981805086135864
2011-01-02T00:22:41.000000Z.ORI.HHZ,1,0.9999881,1.1920928955078125e-05
