traccia,y_Mano,y_predict,delta
trace_0,0,0.0020769204,0.0020769203547388315
trace_1,1,0.0037288903,0.9962711096741259
trace_2,0,0.0037961577,0.0037961576599627733
trace_3,1,0.94265014,0.05734986066818237
trace_4,1,0.9950428,0.0049571990966796875
trace_5,0,0.0046682903,0.004668290261179209
trace_6,1,0.9995173,0.0004826784133911133
trace_7,0,0.07926711,0.07926710695028305
trace_8,1,0.99931896,0.0006810426712036133
trace_9,0,0.00073268794,0.0007326879422180355
trace_10,1,0.051870167,0.9481298327445984
trace_11,1,0.9969669,0.0030331015586853027
trace_12,0,0.14207579,0.1420757919549942
trace_13,0,0.011745574,0.011745573952794075
trace_14,1,0.99668187,0.0033181309700012207
trace_15,0,0.0011590128,0.001159012783318758
trace_16,0,0.055964682,0.05596468225121498
trace_17,1,0.97565633,0.024343669414520264
trace_18,1,0.9959805,0.004019498825073242
trace_19,1,0.98150843,0.01849156618118286
trace_20,0,0.0016288987,0.001628898666240275
trace_21,1,0.9759064,0.0240936279296875
trace_22,1,0.08811409,0.9118859097361565
trace_23,1,0.9974982,0.0025017857551574707
trace_24,1,0.99895704,0.0010429620742797852
trace_25,0,0.7369854,0.7369853854179382
trace_26,0,0.010531924,0.010531923733651638
trace_27,0,0.0033604437,0.0033604437485337257
trace_28,1,0.9925882,0.007411777973175049
trace_29,0,0.016729424,0.01672942377626896
trace_30,0,0.04509912,0.04509912058711052
trace_31,1,0.9974578,0.0025421977043151855
trace_32,0,0.009495677,0.009495677426457405
trace_33,1,0.99576193,0.0042380690574646
trace_34,0,0.0015486152,0.0015486151678487659
trace_35,1,0.9989767,0.0010232925415039062
trace_36,0,0.022954559,0.022954558953642845
trace_37,0,0.094887994,0.09488799422979355
trace_38,0,0.013713268,0.013713267631828785
trace_39,1,0.013937606,0.9860623944550753
trace_40,1,0.99732625,0.0026737451553344727
trace_41,0,0.0017484882,0.001748488168232143
trace_42,1,0.99849474,0.0015052556991577148
trace_43,1,0.998147,0.0018529891967773438
trace_44,1,0.9878699,0.01213008165359497
trace_45,1,0.10293484,0.8970651626586914
trace_46,1,0.9955864,0.004413604736328125
trace_47,1,0.99970883,0.0002911686897277832
trace_48,1,0.99392515,0.006074845790863037
trace_49,1,0.9796071,0.020392894744873047
trace_50,1,0.9960802,0.003919780254364014
trace_51,0,0.014160519,0.014160518534481525
trace_52,0,0.0008273413,0.000827341282274574
