traccia_val,y_Mano_pol,y_pol_predict,delta_val
2010-01-30T01:23:45.000000Z.CRAC.EHZ,1,0.99521023,0.004789769649505615
2010-01-30T01:23:45.000000Z.CUC.HHZ,0,0.003994074,0.003994074184447527
2010-01-30T01:23:45.000000Z.MGR.HHZ,0,0.04145959,0.0414595901966095
2010-01-30T01:23:45.000000Z.ORI.HHZ,0,0.041221958,0.04122195765376091
2010-01-30T01:23:45.000000Z.SALB.HHZ,0,0.031549837,0.031549837440252304
2010-01-30T01:23:45.000000Z.SCHR.EHZ,0,0.016922122,0.0169221218675375
2010-01-30T01:23:45.000000Z.SIRI.HHZ,0,0.0142872045,0.01428720448166132
2010-02-08T10:02:45.000000Z.BULG.HHZ,1,0.9740495,0.025950491428375244
2010-02-08T10:02:45.000000Z.CMPR.HHZ,0,0.0017013621,0.0017013620818033814
2010-02-08T10:02:45.000000Z.CUC.HHZ,1,0.9893896,0.010610401630401611
2010-02-08T10:02:45.000000Z.MCEL.HHZ,1,0.9189878,0.08101218938827515
2010-02-08T10:02:45.000000Z.MGR.HHZ,1,0.99341524,0.006584763526916504
2010-02-08T10:02:45.000000Z.SIRI.HHZ,0,0.009779331,0.009779331274330616
2010-02-27T05:42:42.000000Z.MMN.HHZ,1,0.9858856,0.0141143798828125
2010-02-27T05:42:42.000000Z.SALB.HHZ,1,0.9940805,0.005919516086578369
2010-03-25T17:29:59.000000Z.BULG.HHZ,0,0.002595365,0.002595365047454834
2010-03-25T17:29:59.000000Z.CMPR.HHZ,1,0.99895775,0.0010422468185424805
2010-03-25T17:29:59.000000Z.CRAC.EHZ,1,0.6245884,0.37541162967681885
2010-03-25T17:29:59.000000Z.CUC.HHZ,1,0.99917585,0.0008241534233093262
2010-03-25T17:29:59.000000Z.MCEL.HHZ,0,9.344441e-05,9.344441059511155e-05
2010-03-25T17:29:59.000000Z.MGR.HHZ,1,0.9905077,0.009492278099060059
2010-03-25T17:29:59.000000Z.MMN.HHZ,0,0.016839126,0.016839126124978065
2010-03-25T17:29:59.000000Z.MTSN.HHZ,0,0.000108336266,0.00010833626583917066
2010-03-25T17:29:59.000000Z.ORI.HHZ,1,0.9990735,0.0009264945983886719
2010-03-25T17:29:59.000000Z.SALB.HHZ,1,0.99655354,0.0034464597702026367
2010-03-25T17:29:59.000000Z.SCHR.EHZ,0,0.0021582688,0.0021582688204944134
2010-03-25T17:29:59.000000Z.SIRI.HHZ,1,0.99556446,0.004435539245605469
2010-03-25T17:29:59.000000Z.TIP.HHZ,0,0.02094581,0.02094580978155136
2010-04-09T14:39:44.000000Z.MMN.HHZ,0,0.014478363,0.01447836309671402
2010-04-09T14:39:45.000000Z.BULG.HHZ,1,0.4614276,0.5385724008083344
2010-04-09T14:39:45.000000Z.CMPR.HHZ,1,0.9587512,0.04124879837036133
2010-04-09T14:39:45.000000Z.CUC.HHZ,0,0.0022358883,0.002235888270661235
2010-04-09T14:39:45.000000Z.MCEL.HHZ,0,0.054531604,0.054531604051589966
2010-04-09T14:39:45.000000Z.MGR.HHZ,0,0.007423663,0.007423663046211004
2010-04-09T14:39:45.000000Z.MTSN.HHZ,0,0.010137907,0.010137907229363918
2010-04-09T14:39:45.000000Z.SALB.HHZ,1,0.99958545,0.0004145503044128418
2010-05-21T10:29:02.000000Z.BULG.HHZ,0,0.05402034,0.054020341485738754
2010-05-21T10:29:02.000000Z.CMPR.HHZ,1,0.8794464,0.12055361270904541
2010-05-21T10:29:02.000000Z.CUC.HHZ,0,0.015896752,0.0158967524766922
2010-05-21T10:29:02.000000Z.MCEL.HHZ,1,0.98015577,0.019844233989715576
2010-05-21T10:29:02.000000Z.MMN.HHZ,0,0.002857447,0.00285744690336287
2010-05-21T10:29:02.000000Z.MTSN.HHZ,0,0.04240231,0.04240230843424797
2010-05-21T10:29:02.000000Z.SALB.HHZ,1,0.9988457,0.0011543035507202148
2010-05-21T10:29:02.000000Z.SIRI.HHZ,1,0.5363527,0.4636473059654236
2010-07-22T02:20:12.000000Z.CUC.HHZ,1,0.8562343,0.14376568794250488
2010-07-22T02:20:12.000000Z.MGR.HHZ,1,0.9925553,0.0074446797370910645
2010-07-22T02:20:12.000000Z.ORI.HHZ,1,0.9879453,0.012054681777954102
2010-07-22T02:20:12.000000Z.SCHR.EHZ,0,0.036855567,0.03685556724667549
2010-07-22T02:21:28.000000Z.CRAC.EHZ,1,0.99796057,0.0020394325256347656
2010-07-22T02:21:28.000000Z.CUC.HHZ,1,0.9952668,0.0047332048416137695
2010-07-22T02:21:28.000000Z.MCEL.HHZ,0,0.0011297216,0.0011297216406092048
2010-07-22T02:21:28.000000Z.MGR.HHZ,1,0.9953323,0.004667699337005615
2010-07-22T02:21:28.000000Z.MMN.HHZ,1,0.31858256,0.6814174354076385
2010-07-22T02:21:28.000000Z.MTSN.HHZ,0,0.0233817,0.023381700739264488
2010-07-22T02:21:28.000000Z.SALB.HHZ,1,0.9995425,0.00045752525329589844
2010-07-22T02:21:28.000000Z.SCHR.EHZ,0,0.016736234,0.016736233606934547
2010-07-22T02:21:28.000000Z.SIRI.HHZ,0,0.0039784606,0.0039784605614840984
2010-08-09T05:55:32.000000Z.MMN.HHZ,1,0.94165295,0.05834704637527466
2010-08-09T05:55:32.000000Z.SALB.HHZ,1,0.9982608,0.001739203929901123
2010-09-10T12:50:45.000000Z.MMN.HHZ,1,0.9756825,0.024317502975463867
2010-09-10T12:50:46.000000Z.CUC.HHZ,1,0.9974292,0.002570807933807373
2010-09-10T12:50:46.000000Z.MCEL.HHZ,1,0.8706132,0.1293867826461792
2010-09-10T12:50:46.000000Z.MGR.HHZ,0,0.0033647746,0.0033647746313363314
2010-09-10T12:50:46.000000Z.MTSN.HHZ,1,0.100718066,0.8992819339036942
2010-09-10T12:50:46.000000Z.SALB.HHZ,0,0.023802282,0.02380228228867054
2010-09-10T12:50:46.000000Z.SIRI.HHZ,1,0.0005785184,0.999421481625177
2010-09-14T02:16:10.998000Z.CUC.HHZ,1,0.9960133,0.003986716270446777
2010-09-14T02:16:10.998000Z.MMN.HHZ,0,0.0026559352,0.002655935240909457
2010-09-14T02:16:10.998000Z.MTSN.HHZ,1,0.8397001,0.1602998971939087
2010-09-14T02:16:10.998000Z.SALB.HHZ,1,0.9913924,0.008607625961303711
2010-09-25T18:48:53.000000Z.CUC.HHZ,1,0.9810848,0.018915176391601562
2010-09-25T18:48:53.000000Z.MCEL.HHZ,0,0.982117,0.9821169972419739
2010-09-25T18:48:53.000000Z.MMN.HHZ,0,0.0019039823,0.0019039822509512305
2010-09-25T18:48:53.000000Z.MTSN.HHZ,0,0.113650374,0.1136503741145134
2010-09-25T18:48:53.000000Z.ORI.HHZ,1,0.827261,0.17273902893066406
2010-09-25T18:48:53.000000Z.SALB.HHZ,1,0.9959545,0.0040454864501953125
2010-09-25T18:48:53.000000Z.SIRI.HHZ,1,0.96131194,0.038688063621520996
2010-10-04T06:37:57.000000Z.CUC.HHZ,1,0.9983708,0.001629173755645752
2010-10-04T06:37:57.000000Z.MGR.HHZ,1,0.69376016,0.3062398433685303
2010-10-04T06:37:57.000000Z.MMN2.HHZ,0,0.003787436,0.003787436056882143
2010-10-04T06:37:57.000000Z.SALB.HHZ,1,0.991122,0.008877992630004883
2010-10-04T06:37:57.000000Z.SCHR.EHZ,0,0.1336066,0.13360659778118134
2010-10-06T15:31:51.000000Z.BULG.HHZ,0,0.10346265,0.10346265137195587
2010-10-06T15:31:51.000000Z.CUC.HHZ,1,0.9936528,0.006347179412841797
2010-10-06T15:31:51.000000Z.MMN2.HHZ,0,0.0014431463,0.0014431462623178959
2010-10-06T15:31:51.000000Z.SALB.HHZ,1,0.99726653,0.002733469009399414
2010-10-06T17:43:09.000000Z.CUC.HHZ,1,0.9963313,0.0036687254905700684
2010-10-06T17:43:09.000000Z.MMN2.HHZ,0,0.0010577757,0.001057775691151619
2010-10-06T17:43:09.000000Z.SALB.HHZ,1,0.9953927,0.0046073198318481445
2010-10-07T04:07:28.000000Z.CUC.HHZ,1,0.99383116,0.006168842315673828
2010-10-07T04:07:28.000000Z.MTSN.HHZ,0,0.003920726,0.003920726012438536
