traccia,y_Mano,y_predict,delta
trace_0,0,0.0058412813,0.0058412812650203705
trace_1,1,0.126744,0.8732559978961945
trace_2,0,0.008819349,0.008819349110126495
trace_3,1,0.9946682,0.005331814289093018
trace_4,1,0.9988065,0.0011935234069824219
trace_5,0,0.009466346,0.009466346353292465
trace_6,1,0.9987081,0.0012918710708618164
trace_7,0,0.12152198,0.1215219795703888
trace_8,1,0.99935454,0.0006454586982727051
trace_9,0,0.002955492,0.0029554918874055147
trace_10,1,0.23030211,0.7696978896856308
trace_11,1,0.99935395,0.000646054744720459
trace_12,0,0.41515398,0.41515398025512695
trace_13,0,0.006393865,0.006393865216523409
trace_14,1,0.99870086,0.001299142837524414
trace_15,0,0.005015512,0.0050155119970440865
trace_16,0,0.005898851,0.005898850969970226
trace_17,1,0.9941315,0.005868494510650635
trace_18,1,0.98917073,0.010829269886016846
trace_19,1,0.97477823,0.02522176504135132
trace_20,0,0.00343618,0.0034361800644546747
trace_21,1,0.9948514,0.005148589611053467
trace_22,1,0.040190607,0.9598093926906586
trace_23,1,0.9910613,0.008938729763031006
trace_24,1,0.9994734,0.0005266070365905762
trace_25,0,0.04216362,0.04216362163424492
trace_26,0,0.010982058,0.010982058010995388
trace_27,0,0.0024586562,0.002458656206727028
trace_28,1,0.9440001,0.05599987506866455
trace_29,0,0.037852142,0.03785214200615883
trace_30,0,0.012150683,0.01215068344026804
trace_31,1,0.9908227,0.009177327156066895
trace_32,0,0.008609347,0.0086093470454216
trace_33,1,0.99830234,0.0016976594924926758
trace_34,0,0.0027402926,0.002740292577072978
trace_35,1,0.9942889,0.005711078643798828
trace_36,0,0.016721535,0.016721535474061966
trace_37,0,0.044583548,0.04458354786038399
trace_38,0,0.004274377,0.004274377133697271
trace_39,1,0.0035667315,0.9964332685340196
trace_40,1,0.99727756,0.002722442150115967
trace_41,0,0.004309819,0.004309819079935551
trace_42,1,0.9944813,0.005518674850463867
trace_43,1,0.99760073,0.002399265766143799
trace_44,1,0.9930189,0.006981074810028076
trace_45,1,0.85434854,0.1456514596939087
trace_46,1,0.9931879,0.006812095642089844
trace_47,1,0.9818809,0.018119096755981445
trace_48,1,0.9934651,0.006534874439239502
trace_49,1,0.965984,0.03401601314544678
trace_50,1,0.99493057,0.005069434642791748
trace_51,0,0.0133097535,0.013309753499925137
trace_52,0,0.0026246668,0.0026246667839586735
trace_53,0,0.0015850285,0.0015850284835323691
trace_54,0,0.05551762,0.05551762133836746
trace_55,1,0.9957147,0.004285275936126709
trace_56,1,0.9977825,0.0022174715995788574
trace_57,1,0.99335265,0.006647348403930664
trace_58,1,0.97942424,0.020575761795043945
trace_59,1,0.9988172,0.0011827945709228516
trace_60,1,0.99841595,0.0015840530395507812
trace_61,1,0.9977871,0.0022128820419311523
trace_62,1,0.9989073,0.001092672348022461
trace_63,1,0.99855393,0.001446068286895752
trace_64,1,0.9995933,0.00040668249130249023
trace_65,0,0.012271362,0.012271362356841564
trace_66,0,0.0028774256,0.0028774256352335215
trace_67,1,0.9780588,0.021941184997558594
trace_68,1,0.9992767,0.0007233023643493652
trace_69,1,0.71818024,0.28181976079940796
trace_70,1,0.6153266,0.38467341661453247
trace_71,0,0.0038239239,0.0038239238783717155
trace_72,1,0.99202675,0.007973253726959229
trace_73,1,0.052065235,0.9479347653687
trace_74,1,0.99704045,0.0029595494270324707
trace_75,1,0.9948842,0.005115807056427002
trace_76,0,0.005482531,0.005482531152665615
trace_77,0,0.017600728,0.017600728198885918
trace_78,1,0.010758167,0.9892418328672647
trace_79,0,0.09924859,0.09924858808517456
trace_80,1,0.99585634,0.004143655300140381
trace_81,1,0.9974503,0.0025497078895568848
trace_82,0,0.0024446656,0.0024446656461805105
trace_83,1,0.9993569,0.0006430745124816895
trace_84,0,0.006978623,0.006978623103350401
trace_85,1,0.9818162,0.01818382740020752
trace_86,1,0.9989981,0.001001894474029541
trace_87,1,0.99930835,0.0006916522979736328
trace_88,1,0.9966366,0.003363370895385742
trace_89,1,0.981369,0.0186309814453125
trace_90,1,0.9866223,0.013377726078033447
trace_91,1,0.6968087,0.30319130420684814
trace_92,1,0.99769765,0.0023023486137390137
trace_93,0,0.94980365,0.9498036503791809
trace_94,1,0.9970483,0.002951681613922119
trace_95,0,0.006727187,0.006727186962962151
trace_96,1,0.9989242,0.0010758042335510254
trace_97,1,0.9986228,0.0013772249221801758
trace_98,1,0.9976426,0.0023574233055114746
trace_99,1,0.9910637,0.008936285972595215
trace_100,0,0.06415193,0.06415192782878876
trace_101,1,0.9943566,0.00564342737197876
trace_102,0,0.0019000228,0.0019000228494405746
trace_103,0,0.027496865,0.027496865019202232
trace_104,1,0.9979849,0.0020151138305664062
trace_105,1,0.99847656,0.001523435115814209
trace_106,1,0.9961045,0.0038955211639404297
trace_107,0,0.044668194,0.04466819390654564
trace_108,1,0.9989165,0.0010834932327270508
trace_109,1,0.9844035,0.015596508979797363
trace_110,0,0.007371357,0.007371357176452875
trace_111,0,0.057378367,0.057378366589546204
trace_112,1,0.98981947,0.010180532932281494
trace_113,1,0.9965487,0.0034512877464294434
trace_114,0,0.031793334,0.03179333359003067
trace_115,0,0.9504313,0.9504312872886658
trace_116,1,0.99904555,0.0009544491767883301
trace_117,1,0.93940103,0.06059896945953369
trace_118,1,0.9970812,0.0029187798500061035
trace_119,0,0.021155741,0.021155741065740585
trace_120,1,0.99815243,0.0018475651741027832
trace_121,1,0.9289367,0.07106328010559082
trace_122,0,0.0009774412,0.0009774412028491497
trace_123,0,0.020070285,0.020070284605026245
trace_124,0,0.0026757761,0.0026757761370390654
trace_125,0,0.004144604,0.004144603852182627
trace_126,0,0.0035730954,0.003573095425963402
trace_127,0,0.0014799562,0.0014799562050029635
trace_128,0,0.0077976976,0.007797697558999062
trace_129,1,0.9987274,0.0012726187705993652
trace_130,0,0.005773668,0.005773668177425861
trace_131,1,0.9859503,0.014049708843231201
trace_132,1,0.98145884,0.018541157245635986
trace_133,1,0.9966446,0.00335538387298584
trace_134,1,0.99534225,0.004657745361328125
trace_135,0,0.0017683019,0.0017683019395917654
trace_136,0,0.0034764227,0.003476422745734453
trace_137,1,0.7638101,0.23618990182876587
trace_138,1,0.9966697,0.0033302903175354004
trace_139,0,0.6453042,0.6453042030334473
trace_140,0,0.8859075,0.8859074711799622
trace_141,0,0.06872357,0.06872356683015823
trace_142,1,0.9657223,0.03427767753601074
trace_143,1,0.9948196,0.005180418491363525
trace_144,0,0.004480619,0.004480618983507156
trace_145,1,0.99489814,0.0051018595695495605
trace_146,0,0.023213057,0.023213056847453117
trace_147,1,0.96364504,0.03635495901107788
trace_148,1,0.027456973,0.9725430272519588
trace_149,1,0.99760807,0.0023919343948364258
trace_150,1,0.9989446,0.0010554194450378418
trace_151,1,0.9964855,0.003514528274536133
trace_152,1,0.7719995,0.22800052165985107
trace_153,1,0.99589926,0.0041007399559021
trace_154,0,0.0034415512,0.003441551234573126
trace_155,1,0.9807022,0.019297778606414795
trace_156,1,0.9575829,0.04241710901260376
trace_157,0,0.0015821394,0.00158213940449059
trace_158,1,0.9346893,0.06531071662902832
trace_159,1,0.9912985,0.008701503276824951
trace_160,1,0.15689938,0.8431006222963333
trace_161,1,0.9955781,0.004421889781951904
trace_162,0,0.00273456,0.002734560053795576
trace_163,0,0.017454036,0.017454035580158234
trace_164,0,0.0021139726,0.002113972557708621
trace_165,1,0.99798393,0.0020160675048828125
trace_166,1,0.616367,0.383633017539978
trace_167,0,0.5455087,0.5455086827278137
trace_168,1,0.97313446,0.02686554193496704
trace_169,0,0.008452846,0.008452845737338066
trace_170,1,0.9951249,0.004875123500823975
trace_171,1,0.9986298,0.0013701915740966797
trace_172,1,0.9972281,0.002771914005279541
trace_173,1,0.28443754,0.7155624628067017
trace_174,1,0.9974955,0.0025045275688171387
trace_175,1,0.99274033,0.007259666919708252
trace_176,0,0.0020508734,0.0020508733578026295
trace_177,0,0.012828862,0.01282886229455471
trace_178,1,0.99851257,0.001487433910369873
trace_179,0,0.0019996024,0.001999602420255542
trace_180,1,0.85450196,0.14549803733825684
trace_181,0,0.015966522,0.015966521576046944
trace_182,1,0.9969791,0.0030208826065063477
trace_183,1,0.99928087,0.0007191300392150879
trace_184,0,0.0020923822,0.0020923821721225977
trace_185,0,0.0028038665,0.00280386651866138
trace_186,1,0.7704043,0.22959572076797485
trace_187,0,0.0024844632,0.002484463155269623
trace_188,1,0.97826594,0.02173405885696411
trace_189,0,0.04751508,0.047515079379081726
trace_190,0,0.043800432,0.04380043223500252
trace_191,0,0.11448256,0.11448255926370621
