traccia,y_Mano,y_predict,delta
trace_0,0,0.0041374853,0.004137485288083553
trace_1,1,0.061478756,0.9385212436318398
trace_2,0,0.005150072,0.005150071810930967
trace_3,1,0.9865552,0.013444781303405762
trace_4,1,0.9973157,0.002684295177459717
trace_5,0,0.0064746635,0.006474663503468037
trace_6,1,0.9992393,0.0007606744766235352
trace_7,0,0.30044967,0.3004496693611145
trace_8,1,0.9990181,0.0009819269180297852
trace_9,0,0.0027264953,0.0027264952659606934
trace_10,1,0.25591978,0.7440802156925201
trace_11,1,0.99781835,0.0021816492080688477
trace_12,0,0.58006203,0.5800620317459106
trace_13,0,0.0043546637,0.004354663658887148
trace_14,1,0.99762636,0.002373635768890381
trace_15,0,0.0029589322,0.0029589321929961443
trace_16,0,0.015466007,0.01546600740402937
trace_17,1,0.97930497,0.020695030689239502
trace_18,1,0.98840475,0.01159524917602539
trace_19,1,0.9890793,0.010920703411102295
trace_20,0,0.0018029853,0.0018029853235930204
trace_21,1,0.989281,0.010719001293182373
trace_22,1,0.09337074,0.9066292569041252
trace_23,1,0.9934934,0.006506621837615967
trace_24,1,0.9993049,0.0006951093673706055
trace_25,0,0.23629019,0.23629018664360046
trace_26,0,0.0144861415,0.014486141502857208
trace_27,0,0.0036496697,0.003649669699370861
trace_28,1,0.98854464,0.011455357074737549
trace_29,0,0.026089022,0.026089021936058998
trace_30,0,0.034198646,0.03419864550232887
trace_31,1,0.98928666,0.010713338851928711
trace_32,0,0.013270128,0.013270127587020397
trace_33,1,0.9982388,0.0017611980438232422
trace_34,0,0.0016542752,0.0016542752273380756
trace_35,1,0.9990343,0.0009657144546508789
trace_36,0,0.03246585,0.032465849071741104
trace_37,0,0.084681116,0.08468111604452133
trace_38,0,0.016098538,0.016098538413643837
trace_39,1,0.011095874,0.9889041259884834
trace_40,1,0.99681336,0.003186643123626709
trace_41,0,0.0036986151,0.003698615124449134
trace_42,1,0.9983808,0.0016192197799682617
trace_43,1,0.99749386,0.0025061368942260742
trace_44,1,0.9947373,0.0052626729011535645
trace_45,1,0.6154055,0.38459450006484985
trace_46,1,0.990628,0.00937199592590332
trace_47,1,0.9960472,0.00395280122756958
trace_48,1,0.9987833,0.0012167096138000488
trace_49,1,0.98468775,0.015312254428863525
trace_50,1,0.9956512,0.004348814487457275
trace_51,0,0.039405566,0.039405565708875656
trace_52,0,0.0022189568,0.0022189568262547255
trace_53,0,0.0033862973,0.0033862972632050514
trace_54,0,0.031700853,0.03170085325837135
trace_55,1,0.99504554,0.0049544572830200195
trace_56,1,0.9982267,0.0017732977867126465
trace_57,1,0.99698335,0.003016650676727295
trace_58,1,0.9198975,0.08010250329971313
trace_59,1,0.9986625,0.0013375282287597656
trace_60,1,0.99733776,0.0026622414588928223
trace_61,1,0.9981041,0.001895904541015625
trace_62,1,0.99892265,0.0010773539543151855
trace_63,1,0.99659234,0.0034076571464538574
trace_64,1,0.9966151,0.003384888172149658
trace_65,0,0.038788706,0.03878870606422424
trace_66,0,0.0028395592,0.0028395592235028744
trace_67,1,0.9939809,0.006019115447998047
trace_68,1,0.9992549,0.0007451176643371582
trace_69,1,0.9577672,0.04223281145095825
trace_70,1,0.8840933,0.1159067153930664
trace_71,0,0.0036082577,0.003608257742598653
trace_72,1,0.99522084,0.004779160022735596
trace_73,1,0.11899899,0.8810010105371475
trace_74,1,0.9985475,0.0014525055885314941
trace_75,1,0.993737,0.006263017654418945
trace_76,0,0.0043139975,0.004313997458666563
trace_77,0,0.016038837,0.016038836911320686
trace_78,1,0.0058340225,0.9941659774631262
trace_79,0,0.21202672,0.2120267152786255
trace_80,1,0.98525226,0.0147477388381958
trace_81,1,0.99773586,0.0022641420364379883
trace_82,0,0.0012387548,0.00123875483404845
trace_83,1,0.9987405,0.0012595057487487793
trace_84,0,0.021204328,0.021204328164458275
trace_85,1,0.98808694,0.011913061141967773
trace_86,1,0.99896586,0.0010341405868530273
trace_87,1,0.9992716,0.0007284283638000488
trace_88,1,0.99046296,0.009537041187286377
trace_89,1,0.97470415,0.02529585361480713
trace_90,1,0.98484993,0.015150070190429688
trace_91,1,0.47542232,0.5245776772499084
trace_92,1,0.9963708,0.0036292076110839844
trace_93,0,0.9642403,0.964240312576294
trace_94,1,0.9962702,0.0037298202514648438
trace_95,0,0.010394252,0.01039425190538168
trace_96,1,0.9962399,0.003760099411010742
trace_97,1,0.9985196,0.001480400562286377
trace_98,1,0.9987587,0.0012413263320922852
trace_99,1,0.9833891,0.016610920429229736
trace_100,0,0.14305781,0.14305780827999115
trace_101,1,0.9866257,0.01337432861328125
trace_102,0,0.0027387622,0.002738762181252241
trace_103,0,0.14664797,0.14664797484874725
trace_104,1,0.9982181,0.0017818808555603027
trace_105,1,0.99830014,0.0016998648643493652
trace_106,1,0.99528754,0.004712462425231934
trace_107,0,0.052622635,0.052622634917497635
trace_108,1,0.99943703,0.0005629658699035645
trace_109,1,0.9911572,0.008842825889587402
trace_110,0,0.011861842,0.01186184212565422
trace_111,0,0.27208403,0.2720840275287628
trace_112,1,0.9988851,0.0011149048805236816
trace_113,1,0.99355316,0.00644683837890625
trace_114,0,0.021713214,0.021713213995099068
trace_115,0,0.91798705,0.917987048625946
trace_116,1,0.99931884,0.0006811618804931641
trace_117,1,0.8917764,0.10822361707687378
trace_118,1,0.99705696,0.0029430389404296875
trace_119,0,0.16891436,0.16891436278820038
trace_120,1,0.99790996,0.0020900368690490723
trace_121,1,0.8399381,0.16006189584732056
trace_122,0,0.0014235529,0.0014235528651624918
trace_123,0,0.082062274,0.08206227421760559
trace_124,0,0.0036000812,0.0036000811960548162
trace_125,0,0.0049309195,0.004930919501930475
trace_126,0,0.0028202438,0.002820243826135993
trace_127,0,0.0021407104,0.002140710363164544
trace_128,0,0.009362677,0.009362677112221718
trace_129,1,0.9989649,0.0010350942611694336
trace_130,0,0.009031381,0.009031381458044052
