traccia,y_Mano,y_predict,delta
trace_0,0,0.0054149292,0.005414929240942001
trace_1,1,0.072286464,0.9277135357260704
trace_2,0,0.0041079256,0.004107925575226545
trace_3,1,0.9770612,0.022938787937164307
trace_4,1,0.9970866,0.0029134154319763184
trace_5,0,0.0059947497,0.005994749721139669
trace_6,1,0.99830085,0.0016991496086120605
trace_7,0,0.29605842,0.29605841636657715
trace_8,1,0.99840456,0.0015954375267028809
trace_9,0,0.002957253,0.0029572530183941126
trace_10,1,0.31575653,0.6842434704303741
trace_11,1,0.9980869,0.0019130706787109375
trace_12,0,0.6086761,0.6086760759353638
trace_13,0,0.005272506,0.005272505804896355
trace_14,1,0.9955562,0.004443824291229248
trace_15,0,0.004372135,0.004372134804725647
trace_16,0,0.022456562,0.022456562146544456
trace_17,1,0.9880607,0.011939287185668945
trace_18,1,0.99441826,0.0055817365646362305
trace_19,1,0.9891292,0.010870814323425293
trace_20,0,0.0023847804,0.002384780440479517
trace_21,1,0.9884504,0.011549592018127441
trace_22,1,0.17570278,0.8242972195148468
trace_23,1,0.9958775,0.004122495651245117
trace_24,1,0.9984761,0.0015239119529724121
trace_25,0,0.27061144,0.270611435174942
trace_26,0,0.011249487,0.011249487288296223
trace_27,0,0.0059069376,0.0059069376438856125
trace_28,1,0.9900608,0.009939193725585938
trace_29,0,0.026671458,0.026671458035707474
trace_30,0,0.019687247,0.019687246531248093
trace_31,1,0.99210984,0.007890164852142334
trace_32,0,0.017745206,0.017745206132531166
trace_33,1,0.9980286,0.001971423625946045
trace_34,0,0.003342956,0.0033429560717195272
trace_35,1,0.9979881,0.002011895179748535
trace_36,0,0.027716197,0.027716197073459625
trace_37,0,0.110425755,0.11042575538158417
trace_38,0,0.03214181,0.03214180842041969
trace_39,1,0.011991709,0.9880082914605737
trace_40,1,0.9966319,0.003368079662322998
trace_41,0,0.005576064,0.005576063878834248
trace_42,1,0.9983016,0.0016983747482299805
trace_43,1,0.99804556,0.0019544363021850586
trace_44,1,0.9893912,0.010608792304992676
trace_45,1,0.5913969,0.40860307216644287
trace_46,1,0.99431396,0.005686044692993164
trace_47,1,0.99399745,0.006002545356750488
trace_48,1,0.99731797,0.002682030200958252
trace_49,1,0.9930698,0.006930172443389893
trace_50,1,0.99628437,0.0037156343460083008
trace_51,0,0.042257432,0.04225743189454079
trace_52,0,0.0021689248,0.00216892478056252
trace_53,0,0.0053120037,0.005312003660947084
trace_54,0,0.020634716,0.020634716376662254
trace_55,1,0.9951403,0.0048596858978271484
trace_56,1,0.9986909,0.0013090968132019043
trace_57,1,0.9961934,0.003806591033935547
trace_58,1,0.94838977,0.05161023139953613
trace_59,1,0.9983784,0.0016216039657592773
trace_60,1,0.99697936,0.003020644187927246
trace_61,1,0.9981591,0.0018408894538879395
trace_62,1,0.99854076,0.0014592409133911133
trace_63,1,0.99680376,0.003196239471435547
trace_64,1,0.9942894,0.005710601806640625
